hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr10:13375816-13387028	chr10:13333816-13345028	hsa_circ_0003136	hsa-SEPHS1_0001	hsa_circSEPHS1_001	ASCRP3008334	SEPHS1	-	638	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:135211938-135213123	chr10:133398434-133399619	hsa_circ_0093137	hsa-MTG1_0001	hsa_circMTG1_006	ASCRP3011400	AL360181.3,MTG1	+	229	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:135211938-135216277	chr10:133398434-133402773	hsa_circ_0020588	hsa-MTG1_0007	hsa_circMTG1_009	ASCRP3005361	AL360181.3,MTG1	+	470	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:13701322-13717044	chr10:13659322-13675044	hsa_circ_0004183	hsa-FRMD4A_0025	hsa_circFRMD4A_034	ASCRP3010771	FRMD4A	-	949	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:13705452-13712528	chr10:13663452-13670528	hsa_circ_0017819	hsa-FRMD4A_0016	hsa_circFRMD4A_037	ASCRP3006328	FRMD4A	-	409	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:15858833-15889942	chr10:15816834-15847943	hsa_circ_0000219	hsa-FAM188A_000035,hsa-FAM188A_0002	hsa_circFAM188A_007	ASCRP3008130	FAM188A,MINDY3	-	788	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:15863654-15885271	chr10:15821655-15843272	hsa_circ_0008178	hsa-FAM188A_000007,hsa-FAM188A_0023	hsa_circFAM188A_011	ASCRP3002631	FAM188A,MINDY3	-	627	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:15863654-15889942	chr10:15821655-15847943	hsa_circ_0000220	hsa-FAM188A_000037,hsa-FAM188A_0004	hsa_circFAM188A_006	ASCRP3002632	FAM188A,MINDY3	-	707	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:15875628-15889942	chr10:15833629-15847943	hsa_circ_0006665	hsa-FAM188A_000034,hsa-FAM188A_0003	hsa_circFAM188A_005	ASCRP3011015	FAM188A,MINDY3	-	636	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:16526335-16528616	chr10:16484336-16486617	hsa_circ_0017854	hsa-PTER_000001,hsa-PTER_0002	hsa_circPTER_001	ASCRP3009600	PTER	+	746	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:16794537-16824083	chr10:16752538-16782084	hsa_circ_0006577	hsa-RSU1_000001,hsa-RSU1_0003	hsa_circRSU1_002	ASCRP3005159	RSU1	-	489	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:17746429-17747740	chr10:17704430-17705741	hsa_circ_0008311	hsa-STAM_000001,hsa-STAM_0008	hsa_circSTAM_016	ASCRP3002698	STAM	+	297	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:20436712-20466338	chr10:20147783-20177409	hsa_circ_0000224	hsa-PLXDC2_000007,hsa-PLXDC2_0007	hsa_circPLXDC2_008	ASCRP3000507	PLXDC2	+	397	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:20534273-20534434	chr10:20245344-20245505	hsa_circ_0093278	hsa-PLXDC2_0034	hsa_circPLXDC2_015	ASCRP3011023	PLXDC2	+	161	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:22002700-22002879	chr10:21713771-21713950	hsa_circ_0017953	hsa-MLLT10_0098	hsa_circMLLT10_028	ASCRP3002086	MLLT10	+	179	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:22002700-22016857	chr10:21713771-21727928	hsa_circ_0007084	hsa-MLLT10_000109,hsa-MLLT10_0021	hsa_circMLLT10_030	ASCRP3001339	MLLT10	+	364	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:22019828-22024164	chr10:21730899-21735235	hsa_circ_0017956	hsa-MLLT10_000048,hsa-MLLT10_0063	hsa_circMLLT10_035	ASCRP3012688	MLLT10	+	892	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:225933-267296	chr10:179993-221356	hsa_circ_0008225	hsa-ZMYND11_000030,hsa-ZMYND11_0002	hsa_circZMYND11_004	ASCRP3005182	ZMYND11	+	457	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:22880557-22880710	chr10:22591628-22591781	hsa_circ_0017972	hsa-PIP4K2A_0080	hsa_circPIP4K2A_006	ASCRP3004453	PIP4K2A	-	153	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:22896855-22898646	chr10:22607926-22609717	hsa_circ_0003826	NA	hsa_circPIP4K2A_001	ASCRP3011689	PIP4K2A	-	195	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:23393072-23399247	chr10:23104143-23110318	hsa_circ_0093341	hsa-MSRB2_000001,hsa-MSRB2_0001	hsa_circMSRB2_001	ASCRP3007745	MSRB2	+	178	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:24813251-24817048	chr10:24524322-24528119	hsa_circ_0006580	hsa-KIAA1217_000008,hsa-KIAA1217_0014	hsa_circKIAA1217_011	ASCRP3008190	KIAA1217	+	626	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:24880815-24883968	chr10:24591886-24595039	hsa_circ_0017979	hsa-ARHGAP21_000029,hsa-ARHGAP21_0012	hsa_circARHGAP21_025	ASCRP3000461	ARHGAP21	-	216	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:26789747-26792203	chr10:26500818-26503274	hsa_circ_0006063	hsa-APBB1IP_000002,hsa-APBB1IP_0005	hsa_circAPBB1IP_001	ASCRP3000102	APBB1IP	+	371	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:26789747-26802589	chr10:26500818-26513660	hsa_circ_0093390	hsa-APBB1IP_000001,hsa-APBB1IP_0001	hsa_circAPBB1IP_002	ASCRP3000595	APBB1IP	+	653	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:26993605-26998697	chr10:26704676-26709768	hsa_circ_0008115	hsa-PDSS1_0017	hsa_circPDSS1_004	ASCRP3009149	PDSS1	+	305	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:26994214-26998697	chr10:26705285-26709768	hsa_circ_0001963	hsa-PDSS1_0008	hsa_circPDSS1_008	ASCRP3008987	PDSS1	+	240	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:27024168-27024508	chr10:26735239-26735579	hsa_circ_0018004	hsa-PDSS1_0040	hsa_circPDSS1_018	ASCRP3006866	PDSS1	+	195	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:27447477-27447615	chr10:27158548-27158686	hsa_circ_0018031	hsa-MASTL_000021,hsa-MASTL_0020	hsa_circMASTL_001	ASCRP3012608	MASTL	+	138	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:27447477-27448687	chr10:27158548-27159758	hsa_circ_0093449	hsa-MASTL_0019	hsa_circMASTL_002	ASCRP3010855	MASTL	+	278	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:27458872-27460012	chr10:27169943-27171083	hsa_circ_0018037	hsa-MASTL_000006,hsa-MASTL_0006	hsa_circMASTL_013	ASCRP3000436	MASTL	+	1140	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:27458872-27462188	chr10:27169943-27173259	hsa_circ_0018038	hsa-MASTL_000007,hsa-MASTL_0007	hsa_circMASTL_014	ASCRP3004130	MASTL	+	1282	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:28872327-28884970	chr10:28583398-28596041	hsa_circ_0007503	hsa-WAC_000033,hsa-WAC_0001	hsa_circWAC_009	ASCRP3011694	WAC	+	645	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:30611319-30630569	chr10:30322390-30341640	hsa_circ_0093488	hsa-MTPAP_0008	hsa_circMTPAP_007	ASCRP3003922	MTPAP	-	1062	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:3143556-3151672	chr10:3101364-3109480	hsa_circ_0017476	hsa-PFKP_000001,hsa-PFKP_0001	hsa_circPFKP_008	ASCRP3006555	PFKP	+	825	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:3160973-3162236	chr10:3118781-3120044	hsa_circ_0006608	hsa-PFKP_000004,hsa-PFKP_0006	hsa_circPFKP_023	ASCRP3006440	PFKP	+	241	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:31661946-31676195	chr10:31373017-31387266	hsa_circ_0000228	hsa-ZEB1_000061,hsa-ZEB1_0004	hsa_circZEB1_013	ASCRP3012593	ZEB1	+	14249	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:31662050-31676195	chr10:31373121-31387266	hsa_circ_0002641	NA	hsa_circZEB1_019	ASCRP3012677	ZEB1	+	14145	intronic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:31676052-31676195	chr10:31387123-31387266	hsa_circ_0018086	hsa-ZEB1_0036	hsa_circZEB1_021	ASCRP3013495	ZEB1	+	143	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:31749965-31791437	chr10:31461036-31502509	hsa_circ_0004907	hsa-ZEB1_000064,hsa-ZEB1_0001	hsa_circZEB1_024	ASCRP3005045	ZEB1	+	426	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:3201105-3202522	chr10:3158913-3160330	hsa_circ_0017510	hsa-PITRM1_000012,hsa-PITRM1_0011	hsa_circPITRM1_011	ASCRP3012413	PITRM1	-	345	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:3205916-3209234	chr10:3163724-3167042	hsa_circ_0003022	hsa-PITRM1_000013,hsa-PITRM1_0012	hsa_circPITRM1_002	ASCRP3004305	PITRM1	-	632	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:32197099-32199491	chr10:31908171-31910563	hsa_circ_0000231	hsa-ARHGAP12_000056,hsa-ARHGAP12_0031	hsa_circARHGAP12_003	ASCRP3006741	ARHGAP12	-	794	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:32761408-32807433	chr10:32472480-32518505	hsa_circ_0093555	hsa-CCDC7_0049	hsa_circCCDC7_019	ASCRP3007621	CCDC7	+	316	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:34558584-34573173	chr10:34269656-34284245	hsa_circ_0018168	hsa-PARD3_0001,hsa-PARD3_000102	hsa_circPARD3_036	ASCRP3000142	PARD3	-	354	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:34620044-34649187	chr10:34331116-34360259	hsa_circ_0002487	hsa-PARD3_000007,hsa-PARD3_0009	hsa_circPARD3_025	ASCRP3003068	PARD3	-	1135	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:35321362-35360267	chr10:35032434-35071339	hsa_circ_0018190	hsa-CUL2_000011,hsa-CUL2_0027	hsa_circCUL2_010	ASCRP3012033	CUL2	-	1192	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:35805450-35819171	chr10:35516522-35530243	hsa_circ_0000235	hsa-CCNY_000004,hsa-CCNY_0003	hsa_circCCNY_012	ASCRP3006475	CCNY	+	315	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:43312046-43319232	chr10:42816598-42823784	hsa_circ_0018242	hsa-BMS1_000001,hsa-BMS1_0003	hsa_circBMS1_013	ASCRP3004129	BMS1	+	1127	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:46224309-46235694	chr10:45728861-45740246	hsa_circ_0006465	hsa-FAM21C_0006	hsa_circFAM21C_001	ASCRP3009749	FAM21C,WASHC2C	+	402	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:46248035-46248685	chr10:45752587-45753237	hsa_circ_0007711	hsa-FAM21C_0003	hsa_circFAM21C_009	ASCRP3005382	FAM21C,WASHC2C	+	177	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:4872866-4884696	chr10:4830674-4842504	hsa_circ_0017521	hsa-AKR1E2_0001	hsa_circAKR1E2_004	ASCRP3009512	AKR1E2	+	798	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:49609654-49613024	chr10:48401611-48404981	hsa_circ_0018315	hsa-MAPK8_000001,hsa-MAPK8_0002	hsa_circMAPK8_006	ASCRP3002110	MAPK8	+	301	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:49609654-49618211	chr10:48401611-48410168	hsa_circ_0002968	hsa-MAPK8_000042,hsa-MAPK8_0001	hsa_circMAPK8_007	ASCRP3003645	MAPK8	+	499	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:50701162-50714058	chr10:49493116-49506012	hsa_circ_0006243	hsa-ERCC6_000001,hsa-ERCC6_0005	hsa_circERCC6_005	ASCRP3010714	ERCC6	-	424	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:50736462-50741024	chr10:49528416-49532978	hsa_circ_0018332	hsa-ERCC6_0019	hsa_circERCC6_002	ASCRP3010120	ERCC6	-	666	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:51381438-51387763	chr10:49952125-49958480	hsa_circ_0006820	hsa-TIMM23B_0001	hsa_circ_chr10_00039	ASCRP3000322	TIMM23B	+	6325	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:52279590-52350007	chr10:50519830-50590247	hsa_circ_0018405	hsa-SGMS1_000009,hsa-SGMS1_0011	hsa_circSGMS1_003	ASCRP3011131	SGMS1	-	186	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:54040548-54050050	chr10:52280788-52290290	hsa_circ_0003030	hsa-PRKG1_000010,hsa-PRKG1_0011	hsa_circPRKG1_010	ASCRP3001600	PRKG1	+	559	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:5815804-5828013	chr10:5773841-5786050	hsa_circ_0000210	hsa-GDI2_0008	hsa_circGDI2_019	ASCRP3011610	GDI2	-	431	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:5827104-5842668	chr10:5785141-5800705	hsa_circ_0005379	hsa-GDI2_000001,hsa-GDI2_0004	hsa_circGDI2_008	ASCRP3009446	GDI2	-	674	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:5836847-5842668	chr10:5794884-5800705	hsa_circ_0002665	hsa-GDI2_000002,hsa-GDI2_0003	hsa_circGDI2_006	ASCRP3004014	GDI2	-	343	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:5944982-5951257	chr10:5903019-5909294	hsa_circ_0017594	hsa-FBXO18_0001	hsa_circFBXO18_002	ASCRP3007935	FBH1,FBXO18	+	1019	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:61592282-61612460	chr10:59832524-59852702	hsa_circ_0093792	hsa-CCDC6_000001,hsa-CCDC6_0006	hsa_circCCDC6_001	ASCRP3000014	CCDC6	-	279	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:61865662-61898845	chr10:60105904-60139087	hsa_circ_0093807	hsa-ANK3_000005,hsa-ANK3_0005	hsa_circANK3_025	ASCRP3000861	ANK3	-	714	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:62021616-62039397	chr10:60261858-60279639	hsa_circ_0018440	hsa-ANK3_0002	hsa_circANK3_008	ASCRP3008803	ANK3	-	684	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:64976966-64979743	chr10:63217206-63219983	hsa_circ_0093863	hsa-JMJD1C_0096	hsa_circJMJD1C_014	ASCRP3010780	JMJD1C	-	231	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:69699344-69700862	chr10:67939587-67941105	hsa_circ_0007997	hsa-HERC4_0008	hsa_circHERC4_060	ASCRP3012806	HERC4	-	234	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:69714351-69773943	chr10:67954594-68014186	hsa_circ_0018478	hsa-HERC4_000007,hsa-HERC4_0028	hsa_circHERC4_041	ASCRP3010985	HERC4	-	1453	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:69726439-69752439	chr10:67966682-67992682	hsa_circ_0003308	hsa-HERC4_000024,hsa-HERC4_0030	hsa_circHERC4_049	ASCRP3003593	HERC4	-	857	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:69785302-69804320	chr10:68025545-68044563	hsa_circ_0007113	hsa-HERC4_0001,hsa-HERC4_000111	hsa_circHERC4_012	ASCRP3000755	HERC4	-	682	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:69902696-69909868	chr10:68142939-68150111	hsa_circ_0005368	hsa-MYPN_000002,hsa-MYPN_0002	hsa_circMYPN_002	ASCRP3010441	MYPN	+	415	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70096955-70101437	chr10:68337198-68341680	hsa_circ_0018499	hsa-HNRNPH3_0003	hsa_circHNRNPH3_003	ASCRP3013101	HNRNPH3	+	894	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70152894-70156638	chr10:68393137-68396881	hsa_circ_0093950	hsa-RUFY2_000002,hsa-RUFY2_0006	hsa_circRUFY2_018	ASCRP3002638	RUFY2	-	354	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70191618-70204840	chr10:68431861-68445083	hsa_circ_0018521	hsa-DNA2_0041	hsa_circDNA2_036	ASCRP3011512	DNA2	-	926	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70209784-70225569	chr10:68450027-68465812	hsa_circ_0093981	hsa-DNA2_0008	hsa_circDNA2_024	ASCRP3000187	DNA2	-	498	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70218860-70229920	chr10:68459103-68470163	hsa_circ_0009172	hsa-DNA2_000002,hsa-DNA2_0014	hsa_circDNA2_007	ASCRP3001644	DNA2	-	645	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70227879-70229920	chr10:68468122-68470163	hsa_circ_0006151	hsa-DNA2_000001,hsa-DNA2_0001	hsa_circDNA2_005	ASCRP3001882	DNA2	-	367	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70246900-70248386	chr10:68487143-68488629	hsa_circ_0018529	hsa-SLC25A16_000014,hsa-SLC25A16_0012	hsa_circSLC25A16_016	ASCRP3007312	SLC25A16	-	232	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70404454-70406762	chr10:68644697-68647005	hsa_circ_0093996	hsa-TET1_0005	hsa_circTET1_005	ASCRP3010898	TET1	+	2308	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70411602-70432802	chr10:68651845-68673045	hsa_circ_0094004	hsa-TET1_0016	hsa_circTET1_015	ASCRP3007608	TET1	+	548	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70497601-70502326	chr10:68737844-68742569	hsa_circ_0006272	hsa-CCAR1_000089,hsa-CCAR1_0064	hsa_circCCAR1_011	ASCRP3012662	CCAR1	+	272	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70500385-70502326	chr10:68740628-68742569	hsa_circ_0018550	hsa-CCAR1_000090,hsa-CCAR1_0092	hsa_circCCAR1_017	ASCRP3013470	CCAR1	+	227	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70696691-70703013	chr10:68936935-68943257	hsa_circ_0007097	hsa-DDX50_000035,hsa-DDX50_0027	hsa_circDDX50_010	ASCRP3009303	DDX50	+	340	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70719561-70720005	chr10:68959805-68960249	hsa_circ_0008865	hsa-DDX21_000011,hsa-DDX21_0005	hsa_circDDX21_003	ASCRP3001337	DDX21	+	444	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:70723046-70726959	chr10:68963290-68967203	hsa_circ_0008523	hsa-DDX21_000012,hsa-DDX21_0006	hsa_circDDX21_011	ASCRP3000734	DDX21	+	483	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:71142242-71146174	chr10:69382486-69386418	hsa_circ_0094059	hsa-HK1_000003,hsa-HK1_0027	hsa_circHK1_012	ASCRP3006895	HK1	+	670	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:71243446-71244971	chr10:69483690-69485215	hsa_circ_0002758	hsa-TSPAN15_000002,hsa-TSPAN15_0002	hsa_circTSPAN15_001	ASCRP3007079	TSPAN15	+	261	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:71913593-71921687	chr10:70153837-70161931	hsa_circ_0018634	hsa-SAR1A_0001	hsa_circSAR1A_005	ASCRP3000520	SAR1A	-	496	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:71977567-71978573	chr10:70217811-70218817	hsa_circ_0018652	hsa-PPA1_000002,hsa-PPA1_0007	hsa_circPPA1_002	ASCRP3010938	PPA1	-	174	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:72285678-72291210	chr10:70525922-70531454	hsa_circ_0018659	hsa-PALD1_000002,hsa-PALD1_0003	hsa_circKIAA1274_002	ASCRP3008273	KIAA1274,PALD1	+	662	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:72462067-72468534	chr10:70702311-70708778	hsa_circ_0004606	hsa-ADAMTS14_0001	hsa_circADAMTS14_001	ASCRP3004767	ADAMTS14	+	348	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:72604229-72610967	chr10:70844472-70851210	hsa_circ_0094080	hsa-SGPL1_0015	hsa_circSGPL1_002	ASCRP3000534	SGPL1	+	234	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:72604229-72628190	chr10:70844472-70868433	hsa_circ_0094081	hsa-SGPL1_000009,hsa-SGPL1_0004	hsa_circSGPL1_004	ASCRP3009132	SGPL1	+	677	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:7262372-7318951	chr10:7220410-7276989	hsa_circ_0017627	hsa-SFMBT2_000004,hsa-SFMBT2_0004	hsa_circSFMBT2_036	ASCRP3003142	SFMBT2	-	558	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:7262372-7327916	chr10:7220410-7285954	hsa_circ_0017628	hsa-SFMBT2_000006,hsa-SFMBT2_0011	hsa_circSFMBT2_026	ASCRP3012668	SFMBT2	-	894	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:7285519-7327916	chr10:7243557-7285954	hsa_circ_0017636	hsa-SFMBT2_000002,hsa-SFMBT2_0001	hsa_circSFMBT2_023	ASCRP3006870	SFMBT2	-	684	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:7290509-7327916	chr10:7248547-7285954	hsa_circ_0017639	hsa-SFMBT2_000007,hsa-SFMBT2_0012	hsa_circSFMBT2_022	ASCRP3013514	SFMBT2	-	536	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:7318853-7327916	chr10:7276891-7285954	hsa_circ_0000211	hsa-SFMBT2_000001,hsa-SFMBT2_0003	hsa_circSFMBT2_020	ASCRP3012217	SFMBT2	-	434	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:7325865-7327916	chr10:7283903-7285954	hsa_circ_0017643	hsa-SFMBT2_000005,hsa-SFMBT2_0005	hsa_circSFMBT2_019	ASCRP3001302	SFMBT2	-	336	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:73490225-73492132	chr10:71730468-71732375	hsa_circ_0094091	hsa-CDH23_000011,hsa-CDH23_0009	hsa_circCDH23_005	ASCRP3005249	CDH23	+	525	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:73956568-73963282	chr10:72196810-72203524	hsa_circ_0018736	hsa-ASCC1_0005	hsa_circASCC1_009	ASCRP3009137	ASCC1	-	277	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:7409610-7412337	chr10:7367648-7370375	hsa_circ_0017647	hsa-SFMBT2_000010,hsa-SFMBT2_0014	hsa_circSFMBT2_010	ASCRP3005303	SFMBT2	-	336	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:74100546-74100928	chr10:72340788-72341170	hsa_circ_0008662	hsa-DNAJB12_000003,hsa-DNAJB12_0003	hsa_circDNAJB12_005	ASCRP3003554	DNAJB12	-	266	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:74474868-74475660	chr10:72715110-72715902	hsa_circ_0000247	hsa-MCU_000002,hsa-MCU_0001	hsa_circMCU_004	ASCRP3011759	MCU	+	792	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:75156276-75160615	chr10:73396518-73400857	hsa_circ_0006276	hsa-ANXA7_000001,hsa-ANXA7_0012	hsa_circANXA7_006	ASCRP3013076	ANXA7	-	436	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:75214169-75239275	chr10:73454411-73479517	hsa_circ_0018814	hsa-PPP3CB_000001,hsa-PPP3CB_0006	hsa_circPPP3CB_005	ASCRP3013459	PPP3CB	-	1101	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:75264607-75265184	chr10:73504849-73505426	hsa_circ_0018818	hsa-USP54_000041	hsa_circUSP54_026	ASCRP3001365	PPP3CB-AS1,USP54	NA	260	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr10:75296026-75299351	chr10:73536268-73539593	hsa_circ_0004568	hsa-USP54_000004	hsa_circUSP54_019	ASCRP3011937	USP54	NA	319	exonic	Intergenic	circexplorer2,circrna_finder,ciri,find_circ
chr10:75302560-75302889	chr10:73542802-73543131	hsa_circ_0018824	hsa-USP54_000002,hsa-USP54_0007	hsa_circUSP54_015	ASCRP3009130	USP54	-	197	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:75331178-75336119	chr10:73571420-73576361	hsa_circ_0007221	hsa-USP54_000001,hsa-USP54_0003	hsa_circUSP54_008	ASCRP3004688	USP54	-	943	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr10:75464743-75481262	chr10:73704985-73721504	hsa_circ_0018845	hsa-RP11-464F9_0001	hsa_circBMS1P4_009	ASCRP3009470	BMS1P4,BMS1P4-AGAP5	-	778	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
