circbank	hg19	hg38	aliasID	exonNumber	Exons	circType	splicedLength	Assembly	geneID	geneSymbol	bestTranscriptID	Biotype	Tissue	Age	samples	HighConfidence	source
hsa_NOLC1_0000400	chr10:103916775-103917971|+	chr10:102157018-102158214|+	"hsa_circ_0000257	hsa_circNOLC1_003	hsa-NOLC1_0001"	4.0	"103916775-103916831	103916945-103917085	103917187-103917312	103917805-103917971"	Exon-Exon	487	hg19	ENSG00000166197.12	NOLC1	ENST00000405356.1	protein_coding					
hsa_SMC3_0006600	chr10:112352830-112358048|+	chr10:110593072-110598290|+	"hsa_circ_0020022	hsa_circSMC3_015	hsa-SMC3_0006"	3.0	"112352830-112352981	112356155-112356308	112357896-112358048"	Exon-Exon	456	hg19	ENSG00000108055.9	SMC3	ENST00000361804.4	protein_coding					
hsa_UPF2_0013900	chr10:12039670-12056183|-	chr10:11997671-12014184|-	"hsa_circ_0000213	hsa_circUPF2_008	hsa-UPF2_0018"	5.0	"12039670-12039756	12041904-12042008	12043674-12043824	12046528-12046726	12056022-12056183"	Exon-Exon	699	hg19	ENSG00000151461.15	UPF2	ENST00000397053.2	protein_coding					
hsa_DHTKD1_0001500	chr10:12123470-12136270|+	chr10:12081471-12094271|+	"hsa_circ_0004630	hsa_circDHTKD1_009	hsa-DHTKD1_0004"	6.0	"12123470-12123626	12126538-12126750	12129533-12129728	12130984-12131254	12133511-12133683	12136071-12136270"	Exon-Exon	1204	hg19	ENSG00000181192.7	DHTKD1	ENST00000263035.4	protein_coding					
hsa_SEC23IP_0009200	chr10:121685547-121693299|+	chr10:119926035-119933787|+	"hsa_circ_0020203	hsa_circSEC23IP_020	hsa-SEC23IP_0040"	6.0	"121685547-121685739	121689118-121689274	121689840-121689943	121691644-121691830	121692516-121692679	121693197-121693299"	Exon-Exon	902	hg19	ENSG00000107651.8	SEC23IP	ENST00000369075.3	protein_coding					
hsa_WDR11_0002900	chr10:122618154-122650399|+	chr10:120858642-120890887|+	"hsa_circ_0020220	hsa_circWDR11_014	hsa-WDR11_0010"	17.0	"122618154-122618308	122619620-122619794	122622246-122622433	122624558-122624724	122625141-122625256	122626080-122626276	122626577-122626681	122630681-122630858	122633350-122633435	122637864-122637971	122640337-122640413	122643291-122643400	122645325-122645450	122646200-122646348	122648589-122648696	122649406-122649521	122650227-122650399"	Exon-Exon	2317	hg19	ENSG00000120008.11	WDR11	ENST00000263461.6	protein_coding					
hsa_ZRANB1_0002300	chr10:126631025-126631876|+	chr10:124942456-124943307|+	"hsa_circ_0000268	hsa_circZRANB1_005	hsa-ZRANB1_0001"	1.0	126631025-126631876	Exon-Exon	851	hg19	ENSG00000019995.6	ZRANB1	ENST00000359653.4	protein_coding					
hsa_ZRANB1_0002400	chr10:126631025-126650977|+	chr10:124942456-124962408|+	"hsa_circ_0004451	hsa_circZRANB1_006	hsa-ZRANB1_0007"	1.0	126631025-126650977	Exon-Intron	19952	hg19	ENSG00000019995.6	ZRANB1	ENST00000359653.4	protein_coding					
hsa_CTBP2_0002300	chr10:126727565-126799662|-	chr10:125038996-125111093|-	"hsa_circ_0005418	hsa_circCTBP2_010	hsa-CTBP2_0002"	2.0	"126727565-126727724	126799558-126799662"	Exon-Exon	263	hg19	ENSG00000175029.12	CTBP2	ENST00000337195.5	protein_coding					
hsa_DOCK1_0001200	chr10:128768965-128798571|+	chr10:126970701-127000307|+	"hsa_circ_0002669	hsa_circDOCK1_009	hsa-DOCK1_0022"	9.0	"128768965-128769049	128776211-128776252	128780181-128780237	128785784-128785881	128788718-128788867	128795011-128795147	128796355-128796513	128797617-128797699	128798435-128798571"	Exon-Exon	939	hg19	ENSG00000150760.8	DOCK1	ENST00000280333.6	protein_coding					
hsa_DOCK1_0001400	chr10:128768965-128810638|+	chr10:126970701-127012374|+	"hsa_circ_0020384	hsa_circDOCK1_011	hsa-DOCK1_0101"	11.0	"128768965-128769049	128776211-128776252	128780181-128780237	128785784-128785881	128788718-128788867	128795011-128795147	128796355-128796513	128797617-128797699	128798435-128798571	128806995-128807068	128810558-128810638"	Exon-Exon	1092	hg19	ENSG00000150760.8	DOCK1	ENST00000280333.6	protein_coding					
hsa_DOCK1_0002600	chr10:128768965-128908618|+	chr10:126970701-127110354|+	"hsa_circ_0020396	hsa_circDOCK1_023	hsa-DOCK1_0067"	24.0	"128768965-128769049	128776211-128776252	128780181-128780237	128785784-128785881	128788718-128788867	128795011-128795147	128796355-128796513	128797617-128797699	128798435-128798571	128806995-128807068	128810558-128810638	128816973-128817099	128821463-128821588	128822948-128823047	128824615-128824688	128829913-128830017	128830400-128830584	128835982-128836080	128840888-128840978	128841327-128841428	128850944-128851079	128859931-128860040	128904494-128904565	128908511-128908618"	Exon-Exon	2514	hg19	ENSG00000150760.8	DOCK1	ENST00000280333.6	protein_coding					
hsa_DOCK1_0002700	chr10:128768965-128926028|+	chr10:126970701-127127764|+	"hsa_circ_0020397	hsa_circDOCK1_024	hsa-DOCK1_0035"	26.0	"128768965-128769049	128776211-128776252	128780181-128780237	128785784-128785881	128788718-128788867	128795011-128795147	128796355-128796513	128797617-128797699	128798435-128798571	128806995-128807068	128810558-128810638	128816973-128817099	128821463-128821588	128822948-128823047	128824615-128824688	128829913-128830017	128830400-128830584	128835982-128836080	128840888-128840978	128841327-128841428	128850944-128851079	128859931-128860040	128904494-128904565	128908511-128908618	128923737-128923865	128925932-128926028"	Exon-Exon	2738	hg19	ENSG00000150760.8	DOCK1	ENST00000280333.6	protein_coding					
hsa_DOCK1_0014800	chr10:128816973-128836080|+	chr10:127018709-127037816|+	hsa-DOCK1_0007			Exon-Exon	809	hg19	ENSG00000150760.8	DOCK1	ENST00000280333.6	protein_coding					
hsa_MKI67_0001900	chr10:129905471-129917583|-	chr10:128107207-128119319|-	hsa-MKI67_0039			Exon-Exon	4345	hg19	ENSG00000148773.8	MKI67	ENST00000368654.3	protein_coding					
hsa_OPTN_0008900	chr10:13169744-13178897|+	chr10:13127744-13136897|+	"hsa_circ_0007242	hsa_circOPTN_011	hsa-OPTN_0007"	4.0	"13169744-13169903	13174066-13174197	13175501-13175581	13178744-13178897"	Exon-Exon	523	hg19	ENSG00000123240.12	OPTN	ENST00000263036.5	protein_coding					
hsa_BNIP3_0000300	chr10:133784141-133787447|-	chr10:131970637-131973943|-	"hsa_circ_0005972	hsa_circBNIP3_002	hsa-BNIP3_0001"	4.0	"133784141-133784291	133784367-133784474	133786537-133786622	133787296-133787447"	Exon-Exon	493	hg19	ENSG00000176171.7	BNIP3	ENST00000368636.4	protein_coding					
hsa_FRMD4A_0004400	chr10:13705452-13717044|-	chr10:13663452-13675044|-	"hsa_circ_0004373	hsa_circFRMD4A_033	hsa-FRMD4A_0009"	4.0	"13705452-13705509	13708096-13708325	13712405-13712528	13716910-13717044"	Exon-Exon	543	hg19	ENSG00000151474.15	FRMD4A	ENST00000357447.2	protein_coding					
hsa_FAM188A_0004100	chr10:15858833-15889942|-	chr10:15816834-15847943|-	"hsa_circ_0000219	hsa_circFAM188A_007	hsa-FAM188A_0002"	9.0	"15858833-15858914	15863654-15863725	15875628-15875708	15876541-15876615	15879202-15879317	15880226-15880278	15883424-15883598	15885210-15885271	15889862-15889942"	Exon-Exon	788	hg19	ENSG00000148481.9	FAM188A	ENST00000277632.3	protein_coding					
hsa_FAM188A_0007200	chr10:15879202-15889942|-	chr10:15837203-15847943|-	"hsa_circ_0017852	hsa_circFAM188A_004	hsa-FAM188A_0010"	5.0	"15879202-15879317	15880226-15880278	15883424-15883598	15885210-15885271	15889862-15889942"	Exon-Exon	482	hg19	ENSG00000148481.9	FAM188A	ENST00000277632.3	protein_coding					
hsa_TRDMT1_0003000	chr10:17199439-17210916|-	chr10:17157440-17168917|-	"hsa_circ_0093229	hsa_circTRDMT1_004	hsa-TRDMT1_0004"			Exon-Exon	575	hg19	ENSG00000107614.17	TRDMT1	ENST00000351358.4	protein_coding					
hsa_DNAJC1_0004800	chr10:22193450-22218070|-	chr10:21904521-21929141|-	"hsa_circ_0093323	hsa_circDNAJC1_004	hsa-DNAJC1_0007"	6.0	"22193450-22193541	22207707-22207801	22208760-22208858	22209726-22209892	22217434-22217481	22217968-22218070"	Exon-Exon	598	hg19	ENSG00000136770.6	DNAJC1	ENST00000376980.3	protein_coding					
hsa_ANKRD26_0005400	chr10:27311486-27337908|-	chr10:27022557-27048979|-	"hsa_circ_0093413	hsa_circANKRD26_027	hsa-ANKRD26_0006"	13.0	"27311486-27311616	27313375-27313488	27317780-27317874	27318214-27318285	27322153-27322306	27323724-27324681	27326114-27326252	27326799-27326983	27328893-27329107	27332354-27332496	27333085-27333119	27335281-27335452	27337729-27337908"	Exon-Exon	2580	hg19	ENSG00000107890.12	ANKRD26	ENST00000376087.4	protein_coding					
hsa_PARD3_0005800	chr10:34558584-34573173|-	chr10:34269656-34284245|-	"hsa_circ_0018168	hsa_circPARD3_036	hsa-PARD3_0001"	2.0	"34558584-34558827	34573062-34573173"	Exon-Exon	354	hg19	ENSG00000148498.11	PARD3	ENST00000374789.3	protein_coding					
hsa_PARD3_0006000	chr10:34558584-34637043|-	chr10:34269656-34348115|-	"hsa_circ_0018170	hsa_circPARD3_029	hsa-PARD3_0058"	8.0	"34558584-34558827	34573062-34573173	34606034-34606266	34620044-34620272	34625126-34625171	34626202-34626354	34630554-34630744	34636883-34637043"	Exon-Exon	1361	hg19	ENSG00000148498.11	PARD3	ENST00000374789.3	protein_coding					
hsa_PARGP1_0001500	chr10:51632845-51656468|+	chr10:45939360-45962994|-	"hsa_circ_0004915	hsa_circ_chr10_00041"			Intron-Exon-Intron	7944	hg19	ENSG00000214982.6	PARGP1	ENST00000456092.1	unprocessed_pseudogene					
hsa_SGMS1_0004400	chr10:52193235-52226692|-	chr10:50433475-50466932|-	"hsa_circ_0093712	hsa_circSGMS1_014	hsa-SGMS1_0009"	3.0	"52193235-52193316	52220432-52220574	52226649-52226692"	Exon-Exon	266	hg19	ENSG00000198964.9	SGMS1	ENST00000361781.2	protein_coding					
hsa_GDI2_0004000	chr10:5810175-5842668|-	chr10:5768212-5800705|-	"hsa_circ_0093763	hsa_circGDI2_010	hsa-GDI2_0006"	7.0	"5810175-5810347	5815804-5815904	5827104-5827236	5827814-5828013	5836847-5836982	5838725-5838825	5842560-5842668"	Exon-Exon	946	hg19	ENSG00000057608.12	GDI2	ENST00000380132.4	protein_coding					
hsa_FBXO18_0001800	chr10:5944982-5956232|+	chr10:5903019-5914269|+	hsa-FBXO18_0026	7.0	"5944982-5945138	5947999-5948595	5950887-5951018	5951121-5951257	5952900-5953091	5955709-5955802	5956140-5956232"	Exon-Exon	1395	hg19	ENSG00000134452.15	FBXO18	ENST00000379999.5	protein_coding					
hsa_HERC4_0006700	chr10:69714351-69726559|-	chr10:67954594-67966802|-	"hsa_circ_0093898	hsa_circHERC4_054"	5.0	"69714351-69714495	69714719-69714887	69716634-69716733	69718869-69718893	69726439-69726559"	Exon-Exon	555	hg19	ENSG00000148634.11	HERC4	ENST00000395198.3	protein_coding					
hsa_HERC4_0021100	chr10:69773782-69804320|-	chr10:68014025-68044563|-	"hsa_circ_0003259	hsa_circHERC4_013	hsa-HERC4_0011"	6.0	"69773782-69773943	69785302-69785433	69792534-69792626	69793721-69793943	69797849-69797926	69804160-69804320"	Exon-Exon	843	hg19	ENSG00000148634.11	HERC4	ENST00000395198.3	protein_coding					
hsa_MYPN_0004800	chr10:69925458-69935218|+	chr10:68165701-68175461|+	hsa-MYPN_0014			Exon-Exon	1220	hg19	ENSG00000138347.11	MYPN	ENST00000358913.5	protein_coding					
hsa_DNA2_0016500	chr10:70227879-70229920|-	chr10:68468122-68470163|-	"hsa_circ_0006151	hsa_circDNA2_005	hsa-DNA2_0001"	2.0	"70227879-70228063	70229737-70229920"	Exon-Exon	367	hg19	ENSG00000138346.10	DNA2	ENST00000399180.2	protein_coding					
hsa_CCAR1_0000500	chr10:70482211-70532856|+	chr10:68722454-68773099|+	"hsa_circ_0094018	hsa_circCCAR1_005	hsa-CCAR1_0037"	18.0	"70482211-70482334	70496632-70496805	70497601-70497646	70500385-70500418	70502132-70502326	70506917-70507032	70507130-70507323	70508892-70509022	70509280-70509442	70513608-70513834	70514470-70514584	70515126-70515293	70516029-70516240	70517050-70517134	70520763-70520949	70525644-70525836	70530962-70531202	70532744-70532856"	Exon-Exon	2700	hg19	ENSG00000060339.9	CCAR1	ENST00000265872.6	protein_coding					
hsa_CCAR1_0010400	chr10:70513608-70532856|+	chr10:68753851-68773099|+	"hsa_circ_0000240	hsa_circCCAR1_026	hsa-CCAR1_0035"	9.0	"70513608-70513834	70514470-70514584	70515126-70515293	70516029-70516240	70517050-70517134	70520763-70520949	70525644-70525836	70530962-70531202	70532744-70532856"	Exon-Exon	1532	hg19	ENSG00000060339.9	CCAR1	ENST00000265872.6	protein_coding					
hsa_CCAR1_0019600	chr10:70547683-70548085|+	chr10:68787926-68788328|+	"hsa_circ_0002681	hsa_circCCAR1_038"	2.0	"70547683-70547804	70547899-70548085"	Exon-Exon	307	hg19	ENSG00000060339.9	CCAR1	ENST00000265872.6	protein_coding					
hsa_ADAMTS14_0000100	chr10:72462067-72468534|+	chr10:70702311-70708778|+	"hsa_circ_0004606	hsa_circADAMTS14_001	hsa-ADAMTS14_0001"	2.0	"72462067-72462224	72468343-72468534"	Exon-Exon	348	hg19	ENSG00000138316.6	ADAMTS14	ENST00000373208.1	protein_coding					
hsa_SFMBT2_0009900	chr10:7318853-7327916|-	chr10:7276891-7285954|-	"hsa_circ_0000211	hsa_circSFMBT2_020	hsa-SFMBT2_0003"	3.0	"7318853-7318951	7325865-7326112	7327827-7327916"	Exon-Exon	434	hg19	ENSG00000198879.7	SFMBT2	ENST00000361972.4	protein_coding					
hsa_USP54_0009600	chr10:75331178-75336119|-	chr10:73571420-73576361|-	"hsa_circ_0007221	hsa_circUSP54_008	hsa-USP54_0003"			Exon-Exon	483	hg19	ENSG00000166348.13	USP54	ENST00000433394.1	protein_coding					
hsa_LARP4B_0006500	chr10:875324-931700|-	chr10:829384-885760|-	"hsa_circ_0094308	hsa_circLARP4B_018	hsa-LARP4B_0006"	10.0	"875324-875534	875620-875674	876806-876917	882342-882446	888871-889008	890916-890995	909682-909823	910062-910210	930386-930446	931580-931700"	Exon-Exon	1164	hg19	ENSG00000107929.10	LARP4B	ENST00000316157.3	protein_coding					
hsa_WAPAL_0003800	chr10:88211723-88233730|-	chr10:86451966-86473973|-	"hsa_circ_0019006	hsa_circWAPAL_008	hsa-WAPL_0014"	11.0	"88211723-88211888	88212976-88213092	88213412-88213588	88218745-88218822	88220155-88220253	88220932-88221044	88227035-88227263	88230748-88230860	88231964-88232101	88232368-88232521	88233634-88233730"	Exon-Exon	1470	hg19	ENSG00000062650.13	WAPAL	ENST00000298767.5	protein_coding					
hsa_LARP4B_0011000	chr10:909682-931700|-	chr10:863742-885760|-	"hsa_circ_0005772	hsa_circLARP4B_015	hsa-LARP4B_0002"	4.0	"909682-909823	910062-910210	930386-930446	931580-931700"	Exon-Exon	469	hg19	ENSG00000107929.10	LARP4B	ENST00000316157.3	protein_coding					
hsa_HECTD2_0000500	chr10:93185037-93221941|+	chr10:91425280-91462184|+	"hsa_circ_0007168	hsa_circHECTD2_002	hsa-HECTD2_0001"	4.0	"93185037-93185167	93220183-93220322	93221010-93221113	93221851-93221941"	Exon-Exon	462	hg19	ENSG00000165338.12	HECTD2	ENST00000446394.1	protein_coding					
hsa_CPEB3_0001100	chr10:93841076-93851701|-	chr10:92081319-92091944|-	"hsa_circ_0004224	hsa_circCPEB3_019	hsa-CPEB3_0021"	2.0	"93841076-93841258	93851586-93851701"	Exon-Exon	297	hg19	ENSG00000107864.10	CPEB3	ENST00000412050.4	protein_coding					
hsa_ZNF518A_0003500	chr10:97915082-97920158|+	chr10:96155325-96160402|+	"hsa_circ_0094642	hsa_circZNF518A_008	hsa-ZNF518A_0004"	2.0	"97915082-97915804	97915953-97920158"	Intergenic-Exon	4927	hg19	ENSG00000177853.10	ZNF518A	ENST00000371192.1	retained_intron					
hsa_TM9SF3_0004900	chr10:98303832-98325183|-	chr10:96544075-96565426|-	"hsa_circ_0005801	hsa_circTM9SF3_012	hsa-TM9SF3_0011"	7.0	"98303832-98303963	98307651-98307746	98311001-98311168	98312684-98312816	98319415-98319493	98321734-98321895	98325060-98325183"	Exon-Exon	887	hg19	ENSG00000077147.10	TM9SF3	ENST00000371142.4	protein_coding					
hsa_EXOSC1_0001000	chr10:99196947-99197507|-	chr10:97437190-97437750|-	"hsa_circ_0004896	hsa_circEXOSC1_008	hsa-EXOSC1_0002"	2.0	"99196947-99197032	99197456-99197507"	Exon-Exon	136	hg19	ENSG00000171311.8	EXOSC1	ENST00000370902.3	protein_coding					
hsa_ALKBH8_0001800	chr11:107420478-107431625|-	chr11:107549752-107560899|-	hsa-ALKBH8_0001			Exon-Exon	777	hg19	ENSG00000137760.10	ALKBH8	ENST00000389568.3	protein_coding					
hsa_TEAD1_0001400	chr11:12785725-12785981|+	chr11:12764178-12764434|+	"hsa_circ_0095328	hsa_circTEAD1_004	hsa-TEAD1_0008"	1.0	12785725-12785981	Exon-Exon	256	hg19	ENSG00000187079.10	TEAD1	ENST00000361905.4	protein_coding					
hsa_ARHGAP32_0010300	chr11:128963515-129034322|-	chr11:129093620-129164427|-	"hsa_circ_0024843	hsa_circARHGAP32_005	hsa-ARHGAP32_0003"			Exon-Exon	415	hg19	ENSG00000134909.14	ARHGAP32	ENST00000525234.1	protein_coding					
hsa_ARHGAP32_0012200	chr11:128993340-128994789|-	chr11:129123445-129124894|-	"hsa_circ_0000371	hsa_circARHGAP32_010	hsa-ARHGAP32_0009"			Exon-Exon	219	hg19	ENSG00000134909.14	ARHGAP32	ENST00000525234.1	protein_coding					
hsa_PRDM10_0003400	chr11:129807492-129817265|-	chr11:129937597-129947370|-	hsa-PRDM10_0016			Exon-Exon	745	hg19	ENSG00000170325.10	PRDM10	ENST00000358825.5	protein_coding					
hsa_HPS5_0001700	chr11:18305341-18307006|-	chr11:18283794-18285459|-	"hsa_circ_0007484	hsa_circHPS5_029	hsa-HPS5_0034"	2.0	"18305341-18305448	18306892-18307006"	Exon-Exon	221	hg19	ENSG00000110756.13	HPS5	ENST00000537258.1	protein_coding					
hsa_HPS5_0004800	chr11:18312988-18314523|-	chr11:18291441-18292976|-	"hsa_circ_0000280	hsa_circHPS5_018	hsa-HPS5_0012"	2.0	"18312988-18313566	18314445-18314523"	Exon-Exon	656	hg19	ENSG00000110756.13	HPS5	ENST00000349215.3	protein_coding					
hsa_QSER1_0003800	chr11:32953288-32956981|+	chr11:32931742-32935435|+	"hsa_circ_0021574	hsa_circQSER1_006	hsa-QSER1_0001"			Exon-Exon	2976	hg19	ENSG00000060749.10	QSER1	ENST00000527788.1	protein_coding					
hsa_EXT2_0001000	chr11:44129232-44135851|+	chr11:44107682-44114301|+	"hsa_circ_0009018	hsa_circEXT2_004	hsa-EXT2_0005"	3.0	"44129232-44129798	44130743-44130833	44135734-44135851"	Exon-Exon	773	hg19	ENSG00000151348.9	EXT2	ENST00000358681.4	protein_coding					
hsa_EXT2_0001300	chr11:44129232-44193292|+	chr11:44107682-44171742|+	"hsa_circ_0008355	hsa_circEXT2_007	hsa-EXT2_0003"	8.0	"44129232-44129798	44130743-44130833	44135734-44135851	44146338-44146534	44148365-44148505	44151594-44151688	44165796-44165889	44193223-44193292"	Exon-Exon	1365	hg19	ENSG00000151348.9	EXT2	ENST00000358681.4	protein_coding					
hsa_CRY2_0001000	chr11:45883610-45893784|+	chr11:45862059-45872233|+	"hsa_circ_0000295	hsa_circCRY2_004	hsa-CRY2_0002"	7.0	"45883610-45883699	45889162-45889303	45891056-45891368	45891603-45891755	45891880-45892083	45892392-45892485	45893642-45893784"	Exon-Exon	1132	hg19	ENSG00000121671.7	CRY2	ENST00000443527.2	protein_coding					
hsa_PHF21A_0005500	chr11:45986865-46001517|-	chr11:45965314-45979966|-	hsa-PHF21A_0005			Exon-Exon	843	hg19	ENSG00000135365.11	PHF21A	ENST00000257821.4	protein_coding					
hsa_AMBRA1_0006000	chr11:46515157-46534363|-	chr11:46493607-46512813|-	"hsa_circ_0007061	hsa_circAMBRA1_029	hsa-AMBRA1_0002"	4.0	"46515157-46515258	46515673-46515754	46529740-46529920	46534276-46534363"	Exon-Exon	449	hg19	ENSG00000110497.10	AMBRA1	ENST00000314845.3	protein_coding					
hsa_AMBRA1_0006600	chr11:46515157-46570050|-	chr11:46493607-46548500|-	"hsa_circ_0008415	hsa_circAMBRA1_010	hsa-AMBRA1_0005"	11.0	"46515157-46515258	46515673-46515754	46529740-46529920	46534276-46534363	46563494-46564531	46564801-46564948	46565524-46565591	46567153-46567326	46568662-46568846	46569366-46569425	46569795-46570050"	Exon-Exon	2371	hg19	ENSG00000110497.10	AMBRA1	ENST00000314845.3	protein_coding					
hsa_CKAP5_0022500	chr11:46829580-46842819|-	chr11:46808030-46821268|-	"hsa_circ_0095900	hsa_circCKAP5_005	hsa-CKAP5_0020"	7.0	"46829580-46829694	46830949-46831050	46831291-46831424	46832556-46832728	46837748-46837955	46839860-46840054	46842725-46842819"	Exon-Exon	1015	hg19	ENSG00000175216.10	CKAP5	ENST00000529230.1	protein_coding					
hsa_CKAP5_0025000	chr11:46837748-46842819|-	chr11:46816197-46821268|-	"hsa_circ_0021929	hsa_circCKAP5_002	hsa-CKAP5_0008"	3.0	"46837748-46837955	46839860-46840054	46842725-46842819"	Exon-Exon	495	hg19	ENSG00000175216.10	CKAP5	ENST00000529230.1	protein_coding					
hsa_PHRF1_0000300	chr11:581491-582081|+	chr11:581491-582081|+	"hsa_circ_0095989	hsa_circPHRF1_002	hsa-PHRF1_0005"	2.0	"581491-581606	581961-582081"	Exon-Exon	235	hg19	ENSG00000070047.7	PHRF1	ENST00000264555.5	protein_coding					
hsa_PATL1_0001200	chr11:59410352-59415386|-	chr11:59642879-59647913|-	"hsa_circ_0022201	hsa_circPATL1_009	hsa-PATL1_0009"	2.0	"59410352-59410508	59415226-59415386"	Exon-Exon	316	hg19	ENSG00000166889.13	PATL1	ENST00000300146.9	protein_coding					
hsa_PATL1_0003500	chr11:59426338-59426942|-	chr11:59658865-59659469|-	"hsa_circ_0004162	hsa_circPATL1_003	hsa-PATL1_0001"	2.0	"59426338-59426419	59426724-59426942"	Exon-Exon	299	hg19	ENSG00000166889.13	PATL1	ENST00000300146.9	protein_coding					
hsa_ATL3_0003200	chr11:63426232-63426724|-	chr11:63658760-63659252|-	"hsa_circ_0022601	hsa_circATL3_001	hsa-ATL3_0004"			Exon-Exon	284	hg19	ENSG00000184743.8	ATL3	ENST00000332645.4	protein_coding					
hsa_MALAT1_0022000	chr11:65268321-65268664|+	chr11:65500850-65501193|+	hsa-MALAT1_0124	1.0	65268321-65268664	Exon-Exon	343	hg19	ENSG00000251562.3	MALAT1	ENST00000544868.1	lincRNA					
hsa_ZNF215_0001200	chr11:6962801-6977013|+	chr11:6941570-6955782|+	"hsa_circ_0008338	hsa_circZNF215_003	hsa-ZNF215_0001"	4.0	"6962801-6962884	6964313-6964446	6964776-6964872	6976920-6977013"	Exon-Exon	405	hg19	ENSG00000149054.10	ZNF215	ENST00000529903.1	protein_coding					
hsa_SHANK2_0004300	chr11:70505932-70507783|-	chr11:70659827-70661678|-	"hsa_circ_0096360	hsa_circSHANK2_025	hsa-SHANK2_0001"	2.0	"70505932-70506057	70507700-70507783"	Exon-Exon	208	hg19	ENSG00000162105.12	SHANK2	ENST00000426687.1	protein_coding					
hsa_FCHSD2_0008900	chr11:72695132-72700142|-	chr11:72984087-72989097|-	"hsa_circ_0005918	hsa_circFCHSD2_008	hsa-FCHSD2_0006"	3.0	"72695132-72695261	72696106-72696161	72700008-72700142"	Exon-Exon	318	hg19	ENSG00000137478.10	FCHSD2	ENST00000409314.1	protein_coding					
hsa_RAB6A_0000400	chr11:73387751-73390765|-	chr11:73676706-73679720|-	hsa-RAB6A_0022			Exon-Exon	1323	hg19	ENSG00000175582.15	RAB6A	ENST00000336083.3	protein_coding					
hsa_RAB6A_0004900	chr11:73418464-73429935|-	chr11:73707419-73718890|-	"hsa_circ_0004596	hsa_circRAB6A_007	hsa-RAB6A_0008"	3.0	"73418464-73418558	73427295-73427407	73429829-73429935"	Exon-Exon	312	hg19	ENSG00000175582.15	RAB6A	ENST00000310653.6	protein_coding					
hsa_C2CD3_0006700	chr11:73789159-73789762|-	chr11:74078114-74078717|-	"hsa_circ_0001981	hsa_circC2CD3_040	hsa-C2CD3_0001"	1.0	73789159-73789762	Exon-Exon	603	hg19	ENSG00000168014.12	C2CD3	ENST00000334126.7	protein_coding					
hsa_C11orf30_0003500	chr11:76174864-76183884|+	chr11:76463820-76472840|+	"hsa_circ_0007458	hsa_circC11orf30_006	hsa-EMSY_0003"	2.0	"76174864-76175124	76183607-76183884"	Exon-Exon	537	hg19	ENSG00000158636.12	C11orf30	ENST00000334736.3	protein_coding					
