circpedia	hg19	hg38	circname	gene_Ensembl	gene_Refseq	transcript_Ensembl	transcript_Refseq
CIRCHSA_KCMF1_4	chr2:85255011-85276771|+	chr2:85027888-85049648|+	circKCMF1(2-6)	ENSG00000176407.18	KCMF1	ENST00000409785.9	KCMF1-201
CIRCHSA_RERE_22	chr1:8555122-8674745|-	chr1:8495062-8614686|-	circRERE(5-11)	ENSG00000142599.19	RERE	ENST00000337907.7	RERE-201
CIRCHSA_RALB_3	chr2:121036190-121047333|+	chr2:120278614-120289757|+	circRALB(2,3,4)	ENSG00000144118.14	RALB	ENST00000420510.5	RALB-203
CIRCHSA_CHAF1A_4	chr19:4408899-4409756|+	chr19:4408902-4409759|+	circCHAF1A(3)	ENSG00000167670.16	CHAF1A	ENST00000301280.10	CHAF1A-201
CIRCHSA_CHAF1A_6	chr19:4430545-4432204|+	chr19:4430548-4432207|+	circCHAF1A(11,12)	ENSG00000167670.16	CHAF1A	ENST00000301280.10	CHAF1A-201
CIRCHSA_RHOBTB3_17	chr5:95091099-95099324|+	chr5:95755395-95763620|+	circRHOBTB3(6,7)	ENSG00000164292.13	RHOBTB3	ENST00000379982.8	RHOBTB3-201
CIRCHSA_ERBIN_12	chr5:65307876-65319192|+	chr5:66012048-66023364|+	circERBIN(7-11)	ENSG00000112851.16	ERBIN	ENST00000699000.1	ERBIN-216
CIRCHSA_NAE1_16	chr16:66842423-66844675|-	chr16:66808520-66810772|-	circNAE1(14-17)	ENSG00000159593.15	NAE1	ENST00000359087.8	NAE1-202
CIRCHSA_ENSG00000285920_4	chr15:41648236-41669502|+	chr15:41356038-41377304|+	circENSG00000285920(9-14)	ENSG00000285920.2	ENSG00000285920	ENST00000668616.1	ENST00000668616
CIRCHSA_PUM2_12	chr2:20507738-20518406|-	chr2:20307977-20318645|-	circPUM2(2-6)	ENSG00000055917.16	PUM2	ENST00000338086.9	PUM2-201
CIRCHSA_POLI_2	chr18:51797729-51813781|+	chr18:54271359-54287411|+	circPOLI(2-8)	ENSG00000101751.11	POLI	ENST00000579534.6	POLI-208
CIRCHSA_RPN2_1	chr20:35812582-35812776|+	chr20:37184179-37184373|+	circRPN2(2)	ENSG00000118705.17	RPN2	ENST00000456102.5	RPN2-205
CIRCHSA_AMBRA1_6	chr11:46515157-46534363|-	chr11:46493607-46512813|-	circAMBRA1(9-12)	ENSG00000110497.15	AMBRA1	ENST00000314845.7	AMBRA1-201
CIRCHSA_AMBRA1_7	chr11:46515157-46570050|-	chr11:46493607-46548500|-	circAMBRA1(2-12)	ENSG00000110497.15	AMBRA1	ENST00000314845.7	AMBRA1-201
CIRCHSA_CHD2_17	chr15:93540186-93545547|+	chr15:92996956-93002317|+	circCHD2(29-33)	ENSG00000173575.23	CHD2	ENST00000626874.2	CHD2-208
CIRCHSA_PLS1_1	chr3:142383043-142396955|+	chr3:142664201-142678113|+	circPLS1(2-6)	ENSG00000120756.13	PLS1	ENST00000457734.7	PLS1-202
CIRCHSA_SIN3A_4	chr15:75699395-75706652|-	chr15:75407054-75414311|-	circSIN3A(4-9)	ENSG00000169375.16	SIN3A	ENST00000394947.8	SIN3A-202
CIRCHSA_SIN3A_6	chr15:75703832-75705386|-	chr15:75411491-75413045|-	circSIN3A(5,6)	ENSG00000169375.16	SIN3A	ENST00000394947.8	SIN3A-202
CIRCHSA_SIN3A_7	chr15:75706545-75715164|-	chr15:75414204-75422823|-	circSIN3A(3,4)	ENSG00000169375.16	SIN3A	ENST00000394947.8	SIN3A-202
CIRCHSA_CNNM3_11	chr2:97490794-97494871|+	chr2:96825057-96829134|+	circCNNM3(2-7)	ENSG00000168763.16	CNNM3	ENST00000305510.4	CNNM3-201
CIRCHSA_NCOR1_102	chr17:15960827-16024583|-	chr17:16057513-16121269|-	circNCOR1(16-40)	ENSG00000141027.22	NCOR1	ENST00000268712.8	NCOR1-201
CIRCHSA_SLC41A2_3	chr12:105303432-105322472|-	chr12:104909654-104928694|-	circSLC41A2(2,3)	ENSG00000136052.10	SLC41A2	ENST00000258538.8	SLC41A2-201
CIRCHSA_SLC41A2_4	chr12:105321750-105322472|-	chr12:104927972-104928694|-	circSLC41A2(2)	ENSG00000136052.10	SLC41A2	ENST00000258538.8	SLC41A2-201
CIRCHSA_TYW1B_15	chr7:72081656-72178756|-	chr7:72616671-72713798|-	circTYW1B(8-11)	ENSG00000277149.5	TYW1B	ENST00000612372.4	TYW1B-202
CIRCHSA_CAAP1_2	chr9:26861063-26887511|-	chr9:26861065-26887513|-	circCAAP1(2-5)	ENSG00000120159.13	CAAP1	ENST00000333916.8	CAAP1-201
CIRCHSA_NLN_1	chr5:65054393-65054653|+	chr5:65758566-65758826|+	circNLN(2)	ENSG00000123213.23	NLN	ENST00000380985.10	NLN-201
CIRCHSA_POLA1_48	chrX:24717541-24844718|+	chrX:24699424-24826601|+	circPOLA1(2-28)	ENSG00000101868.13	POLA1	ENST00000672178.1	POLA1-207
CIRCHSA_SMCHD1_501	chr18:2718312-2760737|+	chr18:2718314-2760739|+	circSMCHD1(19-35)	ENSG00000101596.17	SMCHD1	ENST00000688342.1	SMCHD1-220
CIRCHSA_YEATS2_3	chr3:183435438-183446639|+	chr3:183717650-183728851|+	circYEATS2(3-7)	ENSG00000163872.16	YEATS2	ENST00000305135.10	YEATS2-201
CIRCHSA_ARHGAP32_8	chr11:128963515-129034322|-	chr11:129093620-129164427|-	circARHGAP32(2-5)	ENSG00000134909.19	ARHGAP32	ENST00000310343.13	ARHGAP32-201
CIRCHSA_ARHGAP32_9	chr11:128993340-128994789|-	chr11:129123445-129124894|-	circARHGAP32(3,4)	ENSG00000134909.19	ARHGAP32	ENST00000310343.13	ARHGAP32-201
CIRCHSA_DEPDC5_12	chr22:32154531-32161046|+	chr22:31758545-31765060|+	circDEPDC5(3,4,5)	ENSG00000100150.20	DEPDC5	ENST00000535622.6	DEPDC5-221
CIRCHSA_CARS2_24	chr13:111315797-111329450|-	chr13:110663450-110677103|-	circCARS2(7,8,9)	ENSG00000134905.17	CARS2	ENST00000257347.9	CARS2-201
CIRCHSA_DGKD_10	chr2:234358627-234360706|+	chr2:233449981-233452060|+	circDGKD(16,17,18)	ENSG00000077044.11	DGKD	ENST00000264057.7	DGKD-201
CIRCHSA_DPH6_5	chr15:35665721-35703097|-	chr15:35373520-35410896|-	circDPH6(6,7,8)	ENSG00000134146.12	DPH6	ENST00000256538.9	DPH6-201
CIRCHSA_ARFGEF2_16	chr20:47567859-47569421|+	chr20:48951322-48952884|+	circARFGEF2(4,5)	ENSG00000124198.10	ARFGEF2	ENST00000371917.5	ARFGEF2-201
CIRCHSA_IARS1_5	chr9:95018961-95032265|-	chr9:92256679-92269983|-	circIARS1(13-20)	ENSG00000196305.19	IARS1	ENST00000443024.7	IARS1-203
CIRCHSA_IARS1_8	chr9:95030455-95032265|-	chr9:92268173-92269983|-	circIARS1(13,14)	ENSG00000196305.19	IARS1	ENST00000443024.7	IARS1-203
CIRCHSA_SUMF1_7	chr3:4452548-4461830|-	chr3:4410864-4420146|-	circSUMF1(4-7)	ENSG00000144455.14	SUMF1	ENST00000448413.5	SUMF1-204
CIRCHSA_PPIA_2	chr7:44838346-44839473|+	chr7:44798747-44799874|+	circPPIA(2-5)	ENSG00000196262.15	PPIA	ENST00000489459.5	PPIA-208
CIRCHSA_ETV5_7	chr3:185774863-185783861|-	chr3:186057074-186066072|-	circETV5(8-11)	ENSG00000244405.8	ETV5	ENST00000306376.10	ETV5-201
CIRCHSA_EMSY_3	chr11:76174864-76183884|+	chr11:76463820-76472840|+	circEMSY(8,9)	ENSG00000158636.17	EMSY	ENST00000427574.6	EMSY-202
CIRCHSA_NDRG3_2	chr20:35288739-35299800|-	chr20:36660336-36671397|-	circNDRG3(9-13)	ENSG00000101079.21	NDRG3	ENST00000373803.6	NDRG3-204
CIRCHSA_UBE3D_2	chr6:83667030-83754378|-	chr6:82957311-83044659|-	circUBE3D(4-9)	ENSG00000118420.17	UBE3D	ENST00000369747.8	UBE3D-203
CIRCHSA_ITCH_10	chr20:33057852-33080402|+	chr20:34470047-34492597|+	circITCH(14-22)	ENSG00000078747.17	ITCH	ENST00000665484.2	ITCH-212
CIRCHSA_EIF4G3_11	chr1:21295966-21307720|-	chr1:20969473-20981227|-	circEIF4G3(6-9)	ENSG00000075151.24	EIF4G3	ENST00000374935.7	EIF4G3-204
CIRCHSA_AP4E1_36	chr15:51240216-51250991|+	chr15:50948019-50958794|+	circAP4E1(11-14)	ENSG00000081014.11	AP4E1	ENST00000558439.5	AP4E1-202
CIRCHSA_ZNF827_34	chr4:146806829-146824367|-	chr4:145885677-145903215|-	circZNF827(2,3,4)	ENSG00000151612.18	ZNF827	ENST00000508784.6	ZNF827-203
CIRCHSA_PHF21A_10	chr11:45986865-46001517|-	chr11:45965314-45979966|-	circPHF21A(7-10)	ENSG00000135365.17	PHF21A	ENST00000676320.1	PHF21A-222
CIRCHSA_HPS5_3	chr11:18305341-18307006|-	chr11:18283794-18285459|-	circHPS5(19,20)	ENSG00000110756.18	HPS5	ENST00000396253.7	HPS5-203
CIRCHSA_HPS5_7	chr11:18312988-18314523|-	chr11:18291441-18292976|-	circHPS5(14,15)	ENSG00000110756.18	HPS5	ENST00000396253.7	HPS5-203
CIRCHSA_KATNAL1_1	chr13:30801548-30815223|-	chr13:30227411-30241086|-	circKATNAL1(5-9)	ENSG00000102781.14	KATNAL1	ENST00000380615.8	KATNAL1-201
CIRCHSA_KATNAL1_4	chr13:30801548-30857928|-	chr13:30227411-30283791|-	circKATNAL1(2-9)	ENSG00000102781.14	KATNAL1	ENST00000380615.8	KATNAL1-201
CIRCHSA_PCLO_4	chr7:82763565-82764972|-	chr7:83134249-83135656|-	circPCLO(3)	ENSG00000186472.20	PCLO	ENST00000333891.14	PCLO-201
CIRCHSA_TTC3_11	chr21:38480691-38536517|+	chr21:37108391-37164215|+	circTTC3(2-23)	ENSG00000182670.14	TTC3	ENST00000492275.6	TTC3-222
CIRCHSA_ZNF148_2	chr3:124996569-125050082|-	chr3:125277725-125331238|-	circZNF148(2-7)	ENSG00000163848.21	ZNF148	ENST00000360647.9	ZNF148-201
CIRCHSA_NR2C2_5	chr3:15073885-15076316|+	chr3:15032378-15034809|+	circNR2C2(10,11)	ENSG00000177463.16	NR2C2	ENST00000425241.6	NR2C2-206
CIRCHSA_CPEB3_2	chr10:93841076-93851701|-	chr10:92081319-92091944|-	circCPEB3(8,9)	ENSG00000107864.15	CPEB3	ENST00000412050.8	CPEB3-202
CIRCHSA_GSTK1_15	chr7:142961178-142966036|+	chr7:143264085-143268943|+	circGSTK1(2-7)	ENSG00000197448.14	GSTK1	ENST00000442394.5	GSTK1-204
CIRCHSA_SKI_1	chr1:2234416-2236024|+	chr1:2302977-2304585|+	circSKI(2-5)	ENSG00000157933.10	SKI	ENST00000378536.5	SKI-201
CIRCHSA_HAGH_1	chr16:1859238-1859834|-	chr16:1809237-1809833|-	circHAGH(7,8)	ENSG00000063854.13	HAGH	ENST00000564445.5	HAGH-204
CIRCHSA_ENSG00000273398_1	chr2:68413599-68415822|-	chr2:68186467-68188690|-	circENSG00000273398(4,5,6)	ENSG00000273398.6	ENSG00000273398	ENST00000406334.3	ENST00000406334
CIRCHSA_APPBP2_19	chr17:58538023-58543820|-	chr17:60460662-60466459|-	circAPPBP2(5-9)	ENSG00000062725.10	APPBP2	ENST00000083182.8	APPBP2-201
CIRCHSA_LMBR1_13	chr7:156619298-156629579|-	chr7:156826604-156836885|-	circLMBR1(2,3,4)	ENSG00000105983.23	LMBR1	ENST00000353442.10	LMBR1-201
CIRCHSA_LMBR1_7	chr7:156549086-156619438|-	chr7:156756392-156826744|-	circLMBR1(4-9)	ENSG00000105983.23	LMBR1	ENST00000353442.10	LMBR1-201
CIRCHSA_SFMBT2_29	chr10:7318853-7327916|-	chr10:7276891-7285954|-	circSFMBT2(5,6,7)	ENSG00000198879.13	SFMBT2	ENST00000361972.8	SFMBT2-201
CIRCHSA_ENSG00000237188_40	chr1:146724277-146731572|+	chr1:147252622-147259918|+	circENSG00000237188(3-7)	ENSG00000237188.5	ENSG00000237188	ENST00000650785.1	ENST00000650785
CIRCHSA_FAM53A_1	chr4:1656704-1670632|-	chr4:1654977-1668905|-	circFAM53A(2,3,4)	ENSG00000174137.14	FAM53A	ENST00000308132.11	FAM53A-201
CIRCHSA_VAV2_21	chr9:136656904-136674260|-	chr9:133791782-133809138|-	circVAV2(6-12)	ENSG00000160293.17	VAV2	ENST00000406606.7	VAV2-203
CIRCHSA_FBXO11_3	chr2:48045917-48046217|-	chr2:47818778-47819078|-	circFBXO11(15,16)	ENSG00000138081.22	FBXO11	ENST00000682451.1	FBXO11-212
CIRCHSA_MIS18BP1_2	chr14:45715945-45716580|-	chr14:45246742-45247377|-	circMIS18BP1(2)	ENSG00000129534.14	MIS18BP1	ENST00000310806.9	MIS18BP1-201
CIRCHSA_LPIN2_1	chr18:2951052-2960847|-	chr18:2951054-2960849|-	circLPIN2(2,3,4)	ENSG00000101577.11	LPIN2	ENST00000697039.1	LPIN2-205
CIRCHSA_APBB2_6	chr4:41015599-41016415|-	chr4:41013582-41014398|-	circAPBB2(6)	ENSG00000163697.17	APBB2	ENST00000508593.6	APBB2-214
CIRCHSA_SEPTIN10_6	chr2:110321942-110325553|-	chr2:109564365-109567976|-	circSEPTIN10(6,7,8)	ENSG00000186522.15	SEPTIN10	ENST00000397712.7	SEPTIN10-202
CIRCHSA_SEPTIN10_9	chr2:110321942-110350696|-	chr2:109564365-109593119|-	circSEPTIN10(2-8)	ENSG00000186522.15	SEPTIN10	ENST00000397712.7	SEPTIN10-202
CIRCHSA_BNIP2_3	chr15:59963381-59972507|-	chr15:59671182-59680308|-	circBNIP2(3-7)	ENSG00000140299.14	BNIP2	ENST00000607373.6	BNIP2-211
CIRCHSA_CNOT2_3	chr12:70671911-70713144|+	chr12:70278131-70319364|+	circCNOT2(3,4,5)	ENSG00000111596.14	CNOT2	ENST00000418359.7	CNOT2-202
CIRCHSA_ANKRD12_14	chr18:9182379-9216898|+	chr18:9182381-9216900|+	circANKRD12(2-7)	ENSG00000101745.17	ANKRD12	ENST00000262126.9	ANKRD12-201
CIRCHSA_CKAP5_25	chr11:46837748-46842819|-	chr11:46816197-46821268|-	circCKAP5(2,3,4)	ENSG00000175216.15	CKAP5	ENST00000529230.6	CKAP5-210
CIRCHSA_CDKN2B-AS1_2	chr9:22046749-22056386|+	chr9:22046750-22056387|+	circCDKN2B-AS1(2,3,4)	ENSG00000240498.9	CDKN2B-AS1	ENST00000580467.5	CDKN2B-AS1-207
CIRCHSA_ATP5F1B_2	chr12:57036241-57037742|-	chr12:56642457-56643958|-	circATP5F1B(4-7)	ENSG00000110955.9	ATP5F1B	ENST00000262030.8	ATP5F1B-201
CIRCHSA_PPM1B_2	chr2:44428324-44436466|+	chr2:44201185-44209327|+	circPPM1B(3,4)	ENSG00000138032.21	PPM1B	ENST00000419807.5	PPM1B-208
CIRCHSA_PRDM10_7	chr11:129807492-129817265|-	chr11:129937597-129947370|-	circPRDM10(5-8)	ENSG00000170325.16	PRDM10	ENST00000358825.9	PRDM10-202
CIRCHSA_ALKBH8_2	chr11:107420478-107431625|-	chr11:107549752-107560899|-	circALKBH8(2-7)	ENSG00000137760.15	ALKBH8	ENST00000428149.7	ALKBH8-205
CIRCHSA_NRF1_7	chr7:129311268-129367205|+	chr7:129671428-129727365|+	circNRF1(3-10)	ENSG00000106459.15	NRF1	ENST00000393232.6	NRF1-205
CIRCHSA_USP1_2	chr1:62907158-62907970|+	chr1:62441487-62442299|+	circUSP1(3,4)	ENSG00000162607.13	USP1	ENST00000452143.5	USP1-204
CIRCHSA_RANBP9_5	chr6:13639794-13644961|-	chr6:13639562-13644729|-	circRANBP9(6-9)	ENSG00000010017.13	RANBP9	ENST00000011619.6	RANBP9-201
CIRCHSA_ESYT2_3	chr7:158552176-158557544|-	chr7:158759485-158764853|-	circESYT2(9-13)	ENSG00000117868.18	ESYT2	ENST00000251527.10	ESYT2-201
CIRCHSA_JADE1_14	chr4:129752887-129789128|+	chr4:128831732-128867973|+	circJADE1(2-10)	ENSG00000077684.16	JADE1	ENST00000226319.11	JADE1-201
CIRCHSA_CPNE1_54	chr20:34243123-34246936|-	chr20:35655201-35659014|-	circCPNE1(2,3)	ENSG00000214078.13	CPNE1	ENST00000437100.5	CPNE1-215
CIRCHSA_STRBP_8	chr9:125932180-125946577|-	chr9:123169901-123184298|-	circSTRBP(3-6)	ENSG00000165209.19	STRBP	ENST00000348403.10	STRBP-201
CIRCHSA_LPGAT1_1	chr1:211952259-211966532|-	chr1:211778917-211793190|-	circLPGAT1(3-6)	ENSG00000123684.13	LPGAT1	ENST00000366997.9	LPGAT1-202
CIRCHSA_IARS1_12	chr9:95009658-95014167|-	chr9:92247376-92251885|-	circIARS1(22-26)	ENSG00000196305.19	IARS1	ENST00000443024.7	IARS1-203
CIRCHSA_RPTOR_48	chr17:78599490-78617610|+	chr17:80625690-80643810|+	circRPTOR(2,3)	ENSG00000141564.16	RPTOR	ENST00000577161.5	RPTOR-211
CIRCHSA_ENSG00000272980_1	chr6:167435896-167458064|+	chr6:167022408-167044576|+	circENSG00000272980(5-10)	ENSG00000272980.4	ENSG00000272980	ENST00000609590.1	ENST00000609590
CIRCHSA_CCDC138_16	chr2:109455640-109473426|+	chr2:108839184-108856970|+	circCCDC138(11,12,13)	ENSG00000163006.12	CCDC138	ENST00000412964.6	CCDC138-203
CIRCHSA_YTHDF3_2	chr8:64098705-64100303|+	chr8:63186146-63187745|+	circYTHDF3(3)	ENSG00000185728.17	YTHDF3	ENST00000617200.1	YTHDF3-209
CIRCHSA_ATXN10_4	chr22:46096161-46136418|+	chr22:45700281-45740538|+	circATXN10(3-8)	ENSG00000130638.17	ATXN10	ENST00000381061.8	ATXN10-202
CIRCHSA_ATXN10_5	chr22:46125304-46136418|+	chr22:45729424-45740538|+	circATXN10(6,7,8)	ENSG00000130638.17	ATXN10	ENST00000381061.8	ATXN10-202
CIRCHSA_MCUB_1	chr4:110580166-110585550|+	chr4:109659010-109664394|+	circMCUB(2,3,4)	ENSG00000005059.16	MCUB	ENST00000472310.5	MCUB-203
CIRCHSA_MIER1_2	chr1:67423741-67428843|+	chr1:66958058-66963160|+	circMIER1(4-7)	ENSG00000198160.15	MIER1	ENST00000355977.10	MIER1-202
CIRCHSA_N4BP2L2_45	chr13:33109905-33111164|-	chr13:32535768-32537027|-	circN4BP2L2(3)	ENSG00000244754.9	N4BP2L2	ENST00000674422.1	N4BP2L2-235
CIRCHSA_CRIM1_2	chr2:36623756-36691798|+	chr2:36396613-36464655|+	circCRIM1(2-5)	ENSG00000150938.10	CRIM1	ENST00000280527.7	CRIM1-201
CIRCHSA_CRIM1_3	chr2:36623756-36706837|+	chr2:36396613-36479694|+	circCRIM1(2-7)	ENSG00000150938.10	CRIM1	ENST00000280527.7	CRIM1-201
CIRCHSA_RNF145_3	chr5:158621723-158630664|-	chr5:159194715-159203656|-	circRNF145(2,3)	ENSG00000145860.12	RNF145	ENST00000274542.6	RNF145-201
CIRCHSA_ZNF680_1	chr7:64004084-64004810|-	chr7:64543706-64544432|-	circZNF680(2,3)	ENSG00000173041.12	ZNF680	ENST00000309683.11	ZNF680-201
CIRCHSA_UBAP2_11	chr9:33948371-33956144|-	chr9:33948373-33956146|-	circUBAP2(11,12,13)	ENSG00000137073.24	UBAP2	ENST00000379238.7	UBAP2-204
CIRCHSA_FOXO3_1	chr6:108984657-108986092|+	chr6:108663454-108664889|+	circFOXO3(3)	ENSG00000118689.15	FOXO3	ENST00000343882.10	FOXO3-201
CIRCHSA_HIVEP3_3	chr1:42041214-42050989|-	chr1:41575543-41585318|-	circHIVEP3(3,4)	ENSG00000127124.16	HIVEP3	ENST00000643665.1	HIVEP3-207
CIRCHSA_SATB2_9	chr2:200213423-200246543|-	chr2:199348700-199381820|-	circSATB2(4-7)	ENSG00000119042.18	SATB2	ENST00000417098.6	SATB2-202
CIRCHSA_ADAMTS6_9	chr5:64466443-64492978|-	chr5:65170616-65197151|-	circADAMTS6(21-24)	ENSG00000049192.15	ADAMTS6	ENST00000381055.8	ADAMTS6-203
CIRCHSA_SNX5_2	chr20:17928129-17932239|-	chr20:17947485-17951595|-	circSNX5(6-12)	ENSG00000089006.17	SNX5	ENST00000483485.5	SNX5-211
CIRCHSA_AGAP3_3	chr7:150814181-150815719|+	chr7:151117094-151118632|+	circAGAP3(3-7)	ENSG00000133612.19	AGAP3	ENST00000463381.5	AGAP3-205
CIRCHSA_MLLT1_1	chr19:6230580-6270770|-	chr19:6230569-6270759|-	circMLLT1(2,3,4)	ENSG00000130382.9	MLLT1	ENST00000252674.9	MLLT1-201
CIRCHSA_CHD2_21	chr15:93543741-93558139|+	chr15:93000511-93014909|+	circCHD2(32-37)	ENSG00000173575.23	CHD2	ENST00000626874.2	CHD2-208
CIRCHSA_RAD18_4	chr3:8977554-8983488|-	chr3:8935870-8941804|-	circRAD18(5,6,7)	ENSG00000070950.10	RAD18	ENST00000264926.7	RAD18-201
CIRCHSA_SLC15A4_3	chr12:129293332-129299615|-	chr12:128808787-128815070|-	circSLC15A4(2-5)	ENSG00000139370.12	SLC15A4	ENST00000266771.10	SLC15A4-201
CIRCHSA_PIP4K2B_2	chr17:36933939-36943173|-	chr17:38777686-38786920|-	circPIP4K2B(2-7)	ENSG00000276293.5	PIP4K2B	ENST00000619039.5	PIP4K2B-204
CIRCHSA_ABCA5_165	chr17:67282038-67299047|-	chr17:69285897-69302906|-	circABCA5(8-17)	ENSG00000154265.16	ABCA5	ENST00000392676.8	ABCA5-201
CIRCHSA_PCM1_9	chr8:17842955-17851128|+	chr8:17985446-17993619|+	circPCM1(25-29)	ENSG00000078674.19	PCM1	ENST00000325083.13	PCM1-201
CIRCHSA_SENP5_1	chr3:196612021-196613565|+	chr3:196885150-196886694|+	circSENP5(2)	ENSG00000119231.11	SENP5	ENST00000445299.6	SENP5-204
CIRCHSA_BAZ1B_10	chr7:72891197-72892899|-	chr7:73476867-73478569|-	circBAZ1B(7)	ENSG00000009954.11	BAZ1B	ENST00000339594.9	BAZ1B-201
CIRCHSA_HNRNPA2B1_58	chr7:26232114-26237486|-	chr7:26192494-26197866|-	circHNRNPA2B1(2-10)	ENSG00000122566.22	HNRNPA2B1	ENST00000677075.1	HNRNPA2B1-217
CIRCHSA_KDM4B_2	chr19:5039846-5041262|+	chr19:5039835-5041251|+	circKDM4B(4,5)	ENSG00000127663.15	KDM4B	ENST00000611640.4	KDM4B-211
CIRCHSA_KDM4B_3	chr19:5039846-5047680|+	chr19:5039835-5047669|+	circKDM4B(4,5,6)	ENSG00000127663.15	KDM4B	ENST00000611640.4	KDM4B-211
CIRCHSA_KDM4B_5	chr19:5131086-5144913|+	chr19:5131075-5144902|+	circKDM4B(13-22)	ENSG00000127663.15	KDM4B	ENST00000611640.4	KDM4B-211
CIRCHSA_PHC3_12	chr3:169831147-169840532|-	chr3:170113359-170122744|-	circPHC3(9,10,11)	ENSG00000173889.16	PHC3	ENST00000495893.7	PHC3-215
CIRCHSA_KPNA2_32	chr17:66033225-66042037|+	chr17:68037109-68045921|+	circKPNA2(2-9)	ENSG00000182481.10	KPNA2	ENST00000679346.1	KPNA2-221
CIRCHSA_KIT_2	chr4:55561677-55575705|+	chr4:54695511-54709539|+	circKIT(2-7)	ENSG00000157404.17	KIT	ENST00000689994.1	KIT-217
CIRCHSA_RNF149_7	chr2:101898320-101902639|-	chr2:101281858-101286177|-	circRNF149(5,6)	ENSG00000163162.9	RNF149	ENST00000424632.5	RNF149-202
CIRCHSA_PARD3_19	chr10:34558584-34637043|-	chr10:34269656-34348115|-	circPARD3(13-20)	ENSG00000148498.17	PARD3	ENST00000545260.5	PARD3-213
CIRCHSA_RNF38_38	chr9:36351111-36390613|-	chr9:36351114-36390616|-	circRNF38(2-9)	ENSG00000137075.18	RNF38	ENST00000259605.11	RNF38-201
CIRCHSA_SETX_123	chr9:135209994-135229142|-	chr9:132334607-132353755|-	circSETX(2-7)	ENSG00000107290.14	SETX	ENST00000224140.6	SETX-201
CIRCHSA_NCOA1_151	chr2:24777257-24787299|+	chr2:24554388-24564430|+	circNCOA1(2,3,4)	ENSG00000084676.16	NCOA1	ENST00000469850.5	NCOA1-207
CIRCHSA_ADARB1_1	chr21:46548316-46554747|+	chr21:45128401-45134832|+	circADARB1(2,3)	ENSG00000197381.17	ADARB1	ENST00000462214.5	ADARB1-208
CIRCHSA_XPO1_5	chr2:61709514-61717911|-	chr2:61482379-61490776|-	circXPO1(8-14)	ENSG00000082898.19	XPO1	ENST00000678113.1	XPO1-245
CIRCHSA_ZFYVE26_2	chr14:68228082-68229536|-	chr14:67761365-67762819|-	circZFYVE26(5,6,7)	ENSG00000072121.17	ZFYVE26	ENST00000394455.6	ZFYVE26-202
CIRCHSA_ING5_2	chr2:242644067-242651486|+	chr2:241704652-241712071|+	circING5(3-6)	ENSG00000168395.16	ING5	ENST00000636051.1	ING5-213
CIRCHSA_MORC3_8	chr21:37734480-37744829|+	chr21:36362182-36372531|+	circMORC3(13-16)	ENSG00000159256.13	MORC3	ENST00000400485.6	MORC3-201
CIRCHSA_PRRC2B_13	chr9:134305476-134314448|+	chr9:131430089-131439061|+	circPRRC2B(2-5)	ENSG00000288701.1	PRRC2B	ENST00000684596.1	PRRC2B-208
CIRCHSA_PTOV1_7	chr19:50360949-50363593|+	chr19:49857692-49860336|+	circPTOV1(7-12)	ENSG00000104960.15	PTOV1	ENST00000601612.5	PTOV1-218
CIRCHSA_MINDY3_11	chr10:15879202-15889942|-	chr10:15837203-15847943|-	circMINDY3(2-5)	ENSG00000148481.14	MINDY3	ENST00000477891.1	MINDY3-206
CIRCHSA_DNA2_15	chr10:70227879-70229920|-	chr10:68468122-68470163|-	circDNA2(2,3)	ENSG00000138346.15	DNA2	ENST00000551118.6	DNA2-208
CIRCHSA_ZHX3_2	chr20:39830696-39833706|-	chr20:41202056-41205066|-	circZHX3(4)	ENSG00000174306.22	ZHX3	ENST00000309060.7	ZHX3-201
CIRCHSA_UBQLN1_14	chr9:86292641-86297981|-	chr9:83677726-83683066|-	circUBQLN1(3-6)	ENSG00000135018.14	UBQLN1	ENST00000376395.9	UBQLN1-202
CIRCHSA_C2CD3_1	chr11:73789159-73789762|-	chr11:74078114-74078717|-	circC2CD3(23)	ENSG00000168014.18	C2CD3	ENST00000442398.7	C2CD3-207
CIRCHSA_TNPO3_4	chr7:128655032-128658211|-	chr7:129014978-129018157|-	circTNPO3(2,3,4)	ENSG00000064419.14	TNPO3	ENST00000627585.2	TNPO3-205
CIRCHSA_BACH1_2	chr21:30693541-30702014|+	chr21:29321220-29329693|+	circBACH1(2,3,4)	ENSG00000156273.16	BACH1	ENST00000286800.8	BACH1-201
CIRCHSA_PRELID2_12	chr5:145144493-145205763|-	chr5:145764930-145826200|-	circPRELID2(2-7)	ENSG00000186314.12	PRELID2	ENST00000394450.6	PRELID2-202
CIRCHSA_PRELID2_14	chr5:145197456-145205763|-	chr5:145817893-145826200|-	circPRELID2(2-5)	ENSG00000186314.12	PRELID2	ENST00000394450.6	PRELID2-202
CIRCHSA_FAT1_14	chr4:187627716-187630999|-	chr4:186706562-186709845|-	circFAT1(2)	ENSG00000083857.15	FAT1	ENST00000441802.7	FAT1-201
CIRCHSA_PHF20_115	chr20:34388015-34389527|+	chr20:35800093-35801605|+	circPHF20(2,3)	ENSG00000025293.17	PHF20	ENST00000374000.8	PHF20-202
CIRCHSA_SLC7A6_1	chr16:68300495-68300624|+	chr16:68266592-68266721|+	circSLC7A6(2)	ENSG00000103064.15	SLC7A6	ENST00000618043.4	SLC7A6-216
