exorbase	hg19	hg38	circBase ID	Gene symbol	Gene type	Sample type	Tumor frequency of EVPs(Sample number)	Benign frequency of EVPs(Sample number)	Healthy frequency of EVPs(Sample number)	Urine frequency of EVPs(Sample number)	CSF frequency of EVPs(Sample number)	Bile frequency of EVPs(Sample number)	Tumor frequency(Sample number)	Healthy frequency(Sample number)	Urine frequency(Sample number)	CSF frequency(Sample number)	Tumor mean(EVPs)	Benign mean(EVPs)	Healthy mean(EVPs)	Urine mean(EVPs)	CSF mean(EVPs)	Bile mean(EVPs)	Tumor mean	Healthy mean	Urine mean	CSF mean	Diff group
exo_circ_007229	chr1:151630710-151641111|+	chr1:151658234-151668635|+	hsa_circ_0002394	SNX27	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.206(1552)	0.175(372)	0.123(244)	0.256(125)	0(5)	0.048(21)	0.501(385)	0.446(175)	0.1(30)	0(4)	6.515464	5.352151	3.77459	0.173135	0.0	0.333333	4.625974	7.925714	0.2	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in MEL(down);EVPs in SCLC(up);CHB(down);HCC(down);MM(up);Urine(down)
exo_circ_007239	chr1:152287381-152307915|+	chr1:152314905-152335439|+	NA	FLG-AS1	lncRNA gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0(372)	0.012(244)	0.024(125)	0(5)	0(21)	0.034(385)	0.034(175)	0(30)	0(4)	0.273196	0.0	0.040984	0.004358	0.0	0.0	0.106494	0.217143	0.0	0.0	NA
exo_circ_007466	chr1:155385534-155429689|-	chr1:155415743-155459898|-	hsa_circ_0014586	POU5F1P4	pseudogene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.181(1552)	0.164(372)	0.209(244)	0.272(125)	0.2(5)	0.095(21)	0.556(385)	0.429(175)	0.3(30)	0(4)	3.195232	4.387097	3.741803	2.330025	25.8	0.333333	5.251948	4.52	10.0	0.0	EVPs in MEL(down);EVPs in ML(down);CHB(down);GC(up)
exo_circ_007478	chr1:155447676-155452240|-	chr1:155477885-155482449|-	hsa_circ_0014590	ASH1L	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.008(1552)	0.016(372)	0.012(244)	0.024(125)	0(5)	0(21)	0.008(385)	0.023(175)	0.067(30)	0(4)	0.110825	0.647849	0.270492	0.010746	0.0	0.0	0.023377	0.062857	8.133333	0.0	NA
exo_circ_007481	chr1:155490890-155491409|-	chr1:155521099-155521618|-	hsa_circ_0014592	ASH1L	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.379(1552)	0.312(372)	0.34(244)	0.12(125)	0(5)	0(21)	0.257(385)	0.189(175)	0.1(30)	0(4)	14.157216	14.295699	9.32377	0.047449	0.0	0.0	6.553247	5.125714	1.866667	0.0	EVPs in Bile(down);EVPs in BRCA(up);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in Urine(down);CHB(down);ESCA(down);NSCLC(down);MM(up)
exo_circ_007548	chr1:155686796-155695810|+	chr1:155717005-155726019|+	hsa_circ_0014611	DAP3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.229(1552)	0.164(372)	0.172(244)	0.2(125)	0(5)	0.048(21)	0.626(385)	0.474(175)	0.067(30)	0(4)	3.79317	3.516129	3.012295	0.20266	0.0	0.666667	10.602597	6.588571	0.933333	0.0	EVPs in CRC(up);EVPs in MEL(down);EVPs in SCLC(up);CHB(down);MM(up);Urine(down)
exo_circ_007626	chr1:155885663-155887463|-	chr1:155915872-155917672|-	NA	KHDC4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.006(1552)	0.011(372)	0(244)	0.032(125)	0(5)	0(21)	0.029(385)	0.011(175)	0(30)	0(4)	0.039304	0.13172	0.0	0.002943	0.0	0.0	0.103896	0.017143	0.0	0.0	EVPs in Urine(up)
exo_circ_007654	chr1:156286956-156294880|-	chr1:156317165-156325089|-	NA	CCT3	protein coding gene	EVPs in Blood;EVPs in Urine	0.005(1552)	0.003(372)	0.004(244)	0.008(125)	0(5)	0(21)	0(385)	0.006(175)	0(30)	0(4)	0.137887	0.005376	0.008197	0.000616	0.0	0.0	0.0	0.011429	0.0	0.0	NA
exo_circ_008124	chr1:167935866-167944253|+	chr1:167966628-167975015|+	hsa_circ_0009109	DCAF6	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.439(1552)	0.325(372)	0.434(244)	0.312(125)	0(5)	0.095(21)	0.795(385)	0.8(175)	0.267(30)	0(4)	14.584407	13.397849	16.188525	0.459506	0.0	0.952381	88.228571	69.422857	3.7	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);EVPs in NSCLC(down);EVPs in PDAC(down);EVPs in Urine(down);CHB(down);CSF(down);Urine(down)
exo_circ_008627	chr1:172525008-172539870|+	chr1:172555868-172570730|+	NA	SUCO	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.18(1552)	0.159(372)	0.172(244)	0.12(125)	0(5)	0(21)	0.023(385)	0.097(175)	0(30)	0(4)	3.053479	2.959677	2.713115	0.07192	0.0	0.0	0.449351	2.285714	0.0	0.0	EVPs in Bile(down);EVPs in MEL(down);CRC(down);ESCA(down);HCC(down);NSCLC(down);Urine(down)
exo_circ_009112	chr1:180366650-180382606|-	chr1:180397515-180413471|-	hsa_circ_0009175	ACBD6	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.213(1552)	0.164(372)	0.152(244)	0.336(125)	0(5)	0.048(21)	0.462(385)	0.366(175)	0(30)	0(4)	4.221005	3.002688	2.606557	0.290137	0.0	0.380952	40.981818	18.571429	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in MEL(down);EVPs in ML(down);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);Liver_Cirrhosis(up);NSCLC(up);Urine(down)
exo_circ_010052	chr1:205585605-205593019|-	chr1:205616477-205623891|-	hsa_circ_0000175	ELK4	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.809(1552)	0.796(372)	0.803(244)	0.768(125)	0.2(5)	0.238(21)	0.79(385)	0.771(175)	0.767(30)	0.25(4)	77.935567	80.056452	70.872951	22.285586	0.2	2.285714	45.607792	45.188571	287.966667	12.25	EVPs in Bile(down);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down)
exo_circ_010263	chr1:211952259-211966532|-	chr1:211778917-211793190|-	hsa_circ_0002274	LPGAT1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.527(1552)	0.452(372)	0.504(244)	0.48(125)	0.2(5)	0.238(21)	0.545(385)	0.486(175)	0.4(30)	0(4)	16.950387	14.935484	14.192623	1.47857	2.2	2.142857	24.018182	14.04	21.166667	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);NSCLC(up);MM(up)
exo_circ_010738	chr1:224142178-224149975|-	chr1:223954476-223962273|-	hsa_circ_0001978	GTF2IP20	pseudogene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.135(1552)	0.11(372)	0.078(244)	0.176(125)	0(5)	0(21)	0.46(385)	0.343(175)	0.067(30)	0.25(4)	1.672036	2.594086	1.278689	0.072003	0.0	0.0	3.464935	2.102857	1.033333	0.75	EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);MGUS(down)
exo_circ_010843	chr1:225140371-225195246|+	chr1:224952669-225007544|+	hsa_circ_0016601	DNAH14	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.075(1552)	0.043(372)	0.107(244)	0.488(125)	0(5)	0(21)	0.075(385)	0.046(175)	0.033(30)	0.5(4)	0.428479	0.266129	0.360656	1.58807	0.0	0.0	0.548052	0.582857	1.033333	5.25	EVPs in NSCLC(down);EVPs in Urine(up);MM(up)
exo_circ_011071	chr1:227327276-227335260|-	chr1:227139575-227147559|-	hsa_circ_0003659	CDC42BPA	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.061(1552)	0.035(372)	0.033(244)	0.072(125)	0(5)	0(21)	0.042(385)	0.006(175)	0(30)	0(4)	0.97616	0.637097	0.741803	0.218107	0.0	0.0	0.197403	0.137143	0.0	0.0	EVPs in BRCA(up)
exo_circ_011441	chr1:235643369-235658138|-	chr1:235480053-235494828|-	hsa_circ_0002343	B3GALNT2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0.008(372)	0.012(244)	0.04(125)	0(5)	0(21)	0.023(385)	0.017(175)	0(30)	0(4)	0.378866	0.201613	0.110656	0.012473	0.0	0.0	0.096104	0.034286	0.0	0.0	NA
exo_circ_011779	chr1:243579003-243589860|+	chr1:243415701-243426558|+	hsa_circ_0017241	SDCCAG8	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.493(1552)	0.438(372)	0.488(244)	0.384(125)	0.2(5)	0.048(21)	0.816(385)	0.766(175)	0.4(30)	0.5(4)	19.215206	17.870968	23.42623	0.750036	27.2	1.285714	107.306494	49.491429	4.433333	16.5	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);MM(up);GC(up);Urine(down)
exo_circ_011804	chr1:243708811-243859018|-	chr1:243545509-243695716|-	NA	AKT3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.341(1552)	0.288(372)	0.414(244)	0.36(125)	0(5)	0(21)	0.187(385)	0.337(175)	0(30)	0(4)	9.676546	8.510753	13.266393	1.132526	0.0	0.0	9.05974	11.925714	0.0	0.0	EVPs in Bile(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);ESCA(down);NSCLC(down);MM(up);Urine(down)
exo_circ_012014	chr1:246490502-246498776|-	chr1:246327200-246335474|-	hsa_circ_0017306	SMYD3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.243(1552)	0.177(372)	0.246(244)	0.08(125)	0(5)	0(21)	0.125(385)	0.143(175)	0(30)	0(4)	5.625644	3.852151	5.045082	0.077516	0.0	0.0	3.922078	3.725714	0.0	0.0	EVPs in Bile(down);EVPs in CRC(up);EVPs in KIRC(down);EVPs in MEL(down);EVPs in Urine(down);NSCLC(down);MM(up)
exo_circ_012193	chr1:247319707-247323115|-	chr1:247156405-247159813|-	NA	ZNF124	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.668(1552)	0.605(372)	0.598(244)	0.624(125)	0.2(5)	0.095(21)	0.743(385)	0.697(175)	0.6(30)	0(4)	42.532216	42.228495	28.963115	4.716642	0.6	3.333333	38.719481	26.88	28.233333	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);ESCA(up);NSCLC(up)
exo_circ_012722	chr2:10928822-10930959|-	chr2:10788696-10790833|-	hsa_circ_0052621	PDIA6	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.15(1552)	0.108(372)	0.094(244)	0.08(125)	0(5)	0(21)	0.021(385)	0.051(175)	0(30)	0(4)	3.216495	3.790323	5.614754	0.025258	0.0	0.0	0.124675	1.074286	0.0	0.0	EVPs in MEL(down);CRC(down);GC(down)
exo_circ_012912	chr2:15564438-15651474|-	chr2:15424314-15511350|-	hsa_circ_0052762	NBAS	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.018(1552)	0.03(372)	0.008(244)	0.064(125)	0(5)	0(21)	0.164(385)	0.086(175)	0.033(30)	0.25(4)	0.281572	0.682796	0.045082	0.229846	0.0	0.0	0.680519	0.251429	0.066667	23.75	CRC(up)
exo_circ_013068	chr2:20454623-20455931|-	chr2:20254862-20256170|-	hsa_circ_0005952	PUM2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.34(1552)	0.239(372)	0.369(244)	0.192(125)	0(5)	0(21)	0.125(385)	0.269(175)	0(30)	0(4)	9.433634	9.376344	11.168033	0.075488	0.0	0.0	3.176623	7.874286	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CRC(down);ESCA(down);NSCLC(down);MM(up);GC(down)
exo_circ_013090	chr2:20507738-20518406|-	chr2:20307977-20318645|-	hsa_circ_0001976	PUM2	protein coding gene	EVPs in Blood;EVPs in Urine	0.019(1552)	0.011(372)	0.004(244)	0.032(125)	0(5)	0(21)	0.005(385)	0(175)	0(30)	0(4)	0.284149	0.52957	0.045082	0.006579	0.0	0.0	0.007792	0.0	0.0	0.0	NA
exo_circ_013091	chr2:20507738-20527139|-	chr2:20307977-20327378|-	hsa_circ_0052867	PUM2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.131(1552)	0.118(372)	0.107(244)	0.2(125)	0(5)	0(21)	0.366(385)	0.331(175)	0.133(30)	0(4)	3.866624	2.897849	3.29918	0.149909	0.0	0.0	3.096104	2.72	5.4	0.0	EVPs in MEL(down);EVPs in SCLC(up);EVPs in Urine(down);CHB(down)
exo_circ_013417	chr2:24777257-24787299|+	chr2:24554388-24564430|+	NA	NCOA1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.206(1552)	0.183(372)	0.184(244)	0.256(125)	0(5)	0(21)	0.686(385)	0.589(175)	0.1(30)	0(4)	4.350515	6.819892	4.180328	0.293926	0.0	0.0	19.033766	11.068571	0.2	0.0	EVPs in MEL(down);CHB(down);CRC(up);NSCLC(up);MGUS(down);GC(up);Urine(down)
exo_circ_013449	chr2:24787163-24807429|+	chr2:24564294-24584560|+	hsa_circ_0005968	NCOA1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.305(1552)	0.212(372)	0.242(244)	0.264(125)	0(5)	0.095(21)	0.481(385)	0.326(175)	0.2(30)	0(4)	9.755799	7.795699	9.508197	0.75357	0.0	1.285714	29.355844	16.217143	0.766667	0.0	EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);CHB(down);CRC(up);ESCA(up);NSCLC(up);MM(up)
exo_circ_013712	chr2:28974903-29022299|+	chr2:28752037-28799433|+	NA	PPP1CB	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.006(1552)	0.005(372)	0.004(244)	0.008(125)	0(5)	0(21)	0.029(385)	0(175)	0(30)	0(4)	0.107603	0.142473	0.045082	0.000897	0.0	0.0	0.067532	0.0	0.0	0.0	CRC(up)
exo_circ_013782	chr2:29344239-29358532|+	chr2:29121373-29135666|+	NA	CLIP4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.023(1552)	0.022(372)	0.02(244)	0.04(125)	0(5)	0(21)	0.153(385)	0.131(175)	0(30)	0(4)	0.255155	0.19086	0.061475	0.019557	0.0	0.0	0.584416	0.497143	0.0	0.0	GC(up);Urine(down)
exo_circ_014460	chr2:36586046-36669878|+	chr2:36358903-36442735|+	hsa_circ_0006330	CRIM1	protein coding gene	EVPs in Blood;EVPs in Urine	0.011(1552)	0.005(372)	0(244)	0.008(125)	0(5)	0(21)	0(385)	0.006(175)	0(30)	0(4)	0.134665	0.177419	0.0	0.007837	0.0	0.0	0.0	0.017143	0.0	0.0	EVPs in HCC(up)
exo_circ_014462	chr2:36605499-36623930|+	chr2:36378356-36396787|+	hsa_circ_0005507	CRIM1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.012(1552)	0.011(372)	0.012(244)	0.08(125)	0(5)	0(21)	0.013(385)	0.029(175)	0(30)	0(4)	0.278351	0.5	0.192623	0.088408	0.0	0.0	0.111688	0.091429	0.0	0.0	NA
exo_circ_014468	chr2:36623756-36691798|+	chr2:36396613-36464655|+	hsa_circ_0005579	CRIM1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.028(1552)	0.022(372)	0.029(244)	0.088(125)	0(5)	0(21)	0.013(385)	0.023(175)	0(30)	0(4)	0.33183	0.758065	1.987705	0.035754	0.0	0.0	0.194805	0.074286	0.0	0.0	EVPs in Urine(down)
exo_circ_014469	chr2:36623756-36706837|+	chr2:36396613-36479694|+	hsa_circ_0002348	CRIM1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.02(1552)	0.019(372)	0.004(244)	0.112(125)	0(5)	0.048(21)	0.013(385)	0(175)	0(30)	0(4)	0.329253	0.260753	0.036885	0.059281	0.0	0.428571	0.041558	0.0	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up)
exo_circ_015084	chr2:44139570-44153100|-	chr2:43912431-43925961|-	hsa_circ_0005539	LRPPRC	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.03(1552)	0.03(372)	0.049(244)	0.064(125)	0(5)	0(21)	0.281(385)	0.211(175)	0.033(30)	0(4)	0.556701	0.456989	0.631148	0.033622	0.0	0.0	1.584416	0.977143	0.033333	0.0	NA
exo_circ_015113	chr2:44428324-44436466|+	chr2:44201185-44209327|+	hsa_circ_0004916	PPM1B	protein coding gene	EVPs in Blood;EVPs in Bile;EVPs in Urine	0.124(1552)	0.102(372)	0.152(244)	0.248(125)	0(5)	0.048(21)	0(385)	0.006(175)	0(30)	0(4)	2.685567	2.610215	2.963115	0.19281	0.0	0.52381	0.0	0.011429	0.0	0.0	EVPs in MEL(down);EVPs in NSCLC(down)
exo_circ_015129	chr2:44617379-44628345|+	chr2:44390240-44401206|+	NA	CAMKMT	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.024(1552)	0.027(372)	0.016(244)	0.008(125)	0(5)	0(21)	0.19(385)	0.149(175)	0(30)	0(4)	0.465851	0.473118	0.52459	0.000591	0.0	0.0	0.846753	0.662857	0.0	0.0	CRC(up);Urine(down)
exo_circ_015322	chr2:48045917-48046217|-	chr2:47818778-47819078|-	NA	FBXO11	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.028(1552)	0.019(372)	0.033(244)	0.104(125)	0(5)	0(21)	0.426(385)	0.291(175)	0(30)	0(4)	0.353737	0.091398	0.467213	0.030505	0.0	0.0	4.571429	3.097143	0.0	0.0	CHB(down);CRC(up);CSF(down);Liver_Cirrhosis(down);MGUS(down);MM(down);Urine(down)
exo_circ_015412	chr2:48725631-48738607|+	chr2:48498492-48511468|+	hsa_circ_0006911	PPP1R21	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.155(1552)	0.151(372)	0.143(244)	0.2(125)	0(5)	0(21)	0.46(385)	0.314(175)	0(30)	0(4)	3.0	3.946237	3.159836	0.10649	0.0	0.0	6.293506	3.925714	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);CHB(down);CRC(up);NSCLC(up);Urine(down)
exo_circ_015582	chr2:54122143-54128696|-	chr2:53895006-53901559|-	hsa_circ_0005779	PSME4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.05(1552)	0.032(372)	0.037(244)	0.024(125)	0(5)	0(21)	0.094(385)	0.097(175)	0(30)	0(4)	0.710052	0.822581	0.479508	0.004984	0.0	0.0	0.501299	0.462857	0.0	0.0	EVPs in BRCA(up)
exo_circ_015924	chr2:58386784-58393009|-	chr2:58159649-58165874|-	NA	FANCL	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.155(1552)	0.137(372)	0.111(244)	0.024(125)	0(5)	0(21)	0.605(385)	0.394(175)	0(30)	0(4)	3.222294	2.862903	2.106557	0.00816	0.0	0.0	11.246753	4.902857	0.0	0.0	EVPs in CRC(up);EVPs in NSCLC(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_015946	chr2:58449076-58459247|-	chr2:58221941-58232112|-	hsa_circ_0001009	FANCL	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.798(1552)	0.742(372)	0.803(244)	0.496(125)	0.4(5)	0.429(21)	0.556(385)	0.291(175)	0(30)	0(4)	106.099227	98.508065	90.545082	1.843308	53.0	12.428571	474.490909	212.405714	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in GC(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);ESCA(up);NSCLC(up);MM(up);Urine(down)
exo_circ_015981	chr2:61014081-61019424|+	chr2:60786946-60792289|+	hsa_circ_0054687	PAPOLG	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.101(1552)	0.078(372)	0.086(244)	0.12(125)	0(5)	0(21)	0.543(385)	0.394(175)	0.033(30)	0(4)	2.039948	2.180108	1.844262	0.099566	0.0	0.0	5.553247	4.325714	0.033333	0.0	EVPs in MEL(down);CHB(down);NSCLC(up);Urine(down)
exo_circ_016051	chr2:61340904-61345251|+	chr2:61113769-61118116|+	hsa_circ_0001014	KIAA1841	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.571(1552)	0.513(372)	0.57(244)	0.24(125)	0.2(5)	0.095(21)	0.771(385)	0.789(175)	0.4(30)	0(4)	31.25451	34.115591	30.754098	0.506896	6.6	0.380952	76.535065	44.085714	6.233333	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);CSF(down);NSCLC(up);GC(up);Urine(down)
exo_circ_016207	chr2:61597455-61647968|-	chr2:61370320-61420833|-	NA	USP34	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.019(1552)	0.013(372)	0.029(244)	0.04(125)	0(5)	0(21)	0.078(385)	0.063(175)	0.033(30)	0(4)	0.39884	0.223118	0.327869	0.041898	0.0	0.0	0.176623	0.245714	0.033333	0.0	GC(up)
exo_circ_016225	chr2:61709514-61717911|-	chr2:61482379-61490776|-	hsa_circ_0054853	XPO1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.341(1552)	0.301(372)	0.238(244)	0.24(125)	0(5)	0(21)	0.678(385)	0.583(175)	0.167(30)	0(4)	10.632088	12.905914	11.75	0.203796	0.0	0.0	17.394805	12.737143	7.933333	0.0	EVPs in Bile(down);EVPs in MEL(down);CHB(down)
exo_circ_016237	chr2:61712902-61717911|-	chr2:61485767-61490776|-	hsa_circ_0005050	XPO1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.1(1552)	0.105(372)	0.107(244)	0.12(125)	0(5)	0(21)	0.244(385)	0.103(175)	0(30)	0(4)	1.73518	2.077957	2.27459	0.236631	0.0	0.0	1.888312	0.634286	0.0	0.0	EVPs in Bile(down);EVPs in HCC(down);EVPs in MEL(down);EVPs in ML(down);CRC(up);ESCA(up);NSCLC(up);GC(up)
exo_circ_016315	chr2:62100136-62110683|-	chr2:61873001-61883548|-	hsa_circ_0007473	CCT4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.034(1552)	0.022(372)	0.02(244)	0.088(125)	0(5)	0(21)	0.06(385)	0.057(175)	0(30)	0(4)	0.454253	0.604839	0.487705	0.032753	0.0	0.0	0.145455	0.16	0.0	0.0	EVPs in Urine(down)
exo_circ_016327	chr2:62227835-62228117|+	chr2:62000700-62000982|+	NA	COMMD1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.144(1552)	0.132(372)	0.168(244)	0.232(125)	0(5)	0.048(21)	0.494(385)	0.331(175)	0(30)	0(4)	3.00451	4.034946	4.590164	0.34943	0.0	0.285714	5.779221	3.165714	0.0	0.0	EVPs in MEL(down);CHB(down);MM(up);Urine(down)
exo_circ_016498	chr2:64189191-64211153|-	chr2:63962057-63984019|-	hsa_circ_0054958	VPS54	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.124(1552)	0.118(372)	0.131(244)	0.176(125)	0(5)	0(21)	0.486(385)	0.343(175)	0.033(30)	0(4)	2.590851	2.182796	3.348361	0.796444	0.0	0.0	5.425974	3.491429	0.8	0.0	EVPs in Bile(down);EVPs in MEL(down);CHB(down);CRC(up);CSF(down);Liver_Cirrhosis(down);NSCLC(up);Urine(down)
exo_circ_016544	chr2:64778576-64780543|+	chr2:64551442-64553409|+	hsa_circ_0001021	AFTPH	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.195(1552)	0.18(372)	0.168(244)	0.312(125)	0(5)	0.095(21)	0.062(385)	0.149(175)	0(30)	0(4)	4.095361	5.043011	3.377049	0.40186	0.0	0.857143	0.522078	0.56	0.0	0.0	EVPs in MEL(down);EVPs in SCLC(up);EVPs in Urine(down);CRC(down);ESCA(down);NSCLC(down);Urine(down)
exo_circ_016697	chr2:68413599-68415822|-	chr2:68186467-68188690|-	NA	PPP3R1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.164(1552)	0.169(372)	0.148(244)	0.096(125)	0(5)	0(21)	0.203(385)	0.189(175)	0(30)	0(4)	2.853093	2.978495	0.922131	0.348905	0.0	0.0	0.483117	0.491429	0.0	0.0	EVPs in CRC(up);EVPs in MEL(down);EVPs in OV(up);CHB(down);HCC(down);NSCLC(up);Urine(down)
exo_circ_016749	chr2:68717321-68772444|+	chr2:68490189-68545312|+	hsa_circ_0001023	APLF	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.434(1552)	0.368(372)	0.434(244)	0.312(125)	0(5)	0.143(21)	0.756(385)	0.651(175)	0.267(30)	0(4)	15.070232	14.723118	14.586066	0.43273	0.0	1.714286	70.52987	41.514286	9.066667	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);GC(up);Urine(down)
exo_circ_017069	chr2:71623270-71645769|+	chr2:71396140-71418639|+	hsa_circ_0055151	ZNF638	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.305(1552)	0.293(372)	0.234(244)	0.256(125)	0(5)	0(21)	0.73(385)	0.686(175)	0.233(30)	0(4)	5.614046	8.327957	4.901639	0.321913	0.0	0.0	18.820779	15.508571	8.833333	0.0	EVPs in Bile(down);EVPs in MEL(down);EVPs in ML(down);EVPs in OV(up);CHB(down);MM(up)
exo_circ_017128	chr2:72945231-72960247|-	chr2:72718102-72733118|-	hsa_circ_0009043	EXOC6B	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.89(1552)	0.882(372)	0.943(244)	0.76(125)	0.8(5)	0.333(21)	0.195(385)	0.326(175)	0(30)	0(4)	151.092784	144.83871	183.795082	11.491872	153.2	9.333333	53.332468	70.582857	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in NSCLC(down);EVPs in Urine(down);CHB(down);CRC(down);ESCA(down);HCC(up);NSCLC(down);MM(up);GC(down);Urine(down)
exo_circ_017238	chr2:75745181-75749613|-	chr2:75518055-75522487|-	hsa_circ_0008440	EVA1A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.012(1552)	0.005(372)	0.004(244)	0.184(125)	0(5)	0.048(21)	0.018(385)	0.006(175)	0(30)	0(4)	0.305412	0.137097	0.069672	0.164863	0.0	0.666667	0.033766	0.102857	0.0	0.0	EVPs in Urine(up)
